settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,exports_json,imports_json,demographic_breakdown_json,class_density_json
Esmeltaran,Amn,Athkatla,21301,4414164,9826,"{'humans': 8328, 'halflings': 12972, 'half-orcs': 0, 'misc.': 0}",54,Starvation,['Confederacy'],"{'Aristocratic': 74, 'Wealthy': 629, 'Comfortable': 1979, 'Modest': 2879, 'Poor': 7341, 'Squalid': 5324, 'Wretched': 1622}",5,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,guilds,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,65.7,45.4,61,0,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 8328.0, ""halflings"": 12972.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 74.0, ""Wealthy"": 629.0, ""Comfortable"": 1979.0, ""Modest"": 2879.0, ""Poor"": 7341.0, ""Squalid"": 5324.0, ""Wretched"": 1622.0}"
Gambiton,Amn,Athkatla,1300,232067,232,"{'humans': 1267, 'halflings': 32, 'half-orcs': 0, 'misc.': 0}",42,Dueling accidents,['Kleptocracy'],"{'Aristocratic': 0, 'Wealthy': 25, 'Comfortable': 97, 'Modest': 227, 'Poor': 451, 'Squalid': 246, 'Wretched': 97}",0,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,None,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,45.1,31.9,56,1,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 1267.0, ""halflings"": 32.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 25.0, ""Comfortable"": 97.0, ""Modest"": 227.0, ""Poor"": 451.0, ""Squalid"": 246.0, ""Wretched"": 97.0}"
Goldspires,Amn,Athkatla,1161,184763,185,"{'humans': 1161, 'halflings': 0, 'half-orcs': 0, 'misc.': 0}",43,Assassination,['Dictatorship'],"{'Aristocratic': 0, 'Wealthy': 18, 'Comfortable': 77, 'Modest': 167, 'Poor': 402, 'Squalid': 328, 'Wretched': 82}",0,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,None,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,61.1,33.6,71,1,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 1161.0, ""halflings"": 0.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 18.0, ""Comfortable"": 77.0, ""Modest"": 167.0, ""Poor"": 402.0, ""Squalid"": 328.0, ""Wretched"": 82.0}"
Hillfort Ishla,Amn,Athkatla,319,28470,28,"{'humans': 316, 'halflings': 2, 'half-orcs': 0, 'misc.': 0}",38,Wildlife attacks,['Gerontocracy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 12, 'Modest': 26, 'Poor': 99, 'Squalid': 82, 'Wretched': 5}",0,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,None,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,59.5,42.3,75,2,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 316.0, ""halflings"": 2.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 12.0, ""Modest"": 26.0, ""Poor"": 99.0, ""Squalid"": 82.0, ""Wretched"": 5.0}"
Hillfort Keshla,Amn,Athkatla,440,49676,49,"{'humans': 304, 'halflings': 10, 'half-orcs': 124, 'misc.': 0}",39,Old age,['Dictatorship'],"{'Aristocratic': 0, 'Wealthy': 2, 'Comfortable': 24, 'Modest': 44, 'Poor': 141, 'Squalid': 79, 'Wretched': 5}",0,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,None,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,57.1,38.4,78,1,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 304.0, ""halflings"": 10.0, ""half-orcs"": 124.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 2.0, ""Comfortable"": 24.0, ""Modest"": 44.0, ""Poor"": 141.0, ""Squalid"": 79.0, ""Wretched"": 5.0}"
Hillfort Torbold,Amn,Athkatla,311,39748,39,"{'humans': 224, 'halflings': 0, 'half-orcs': 86, 'misc.': 0}",41,Exposure to the elements,['Dictatorship'],"{'Aristocratic': 0, 'Wealthy': 1, 'Comfortable': 18, 'Modest': 44, 'Poor': 94, 'Squalid': 61, 'Wretched': 3}",0,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,None,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,60,31.9,64,0,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 224.0, ""halflings"": 0.0, ""half-orcs"": 86.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 1.0, ""Comfortable"": 18.0, ""Modest"": 44.0, ""Poor"": 94.0, ""Squalid"": 61.0, ""Wretched"": 3.0}"
Ideepton,Amn,Athkatla,193,24783,24,"{'humans': 161, 'halflings': 31, 'half-orcs': 0, 'misc.': 0}",46,Disease,['Autocracy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 13, 'Modest': 25, 'Poor': 66, 'Squalid': 37, 'Wretched': 3}",0,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,None,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,56.5,42.8,64,0,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 161.0, ""halflings"": 31.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 13.0, ""Modest"": 25.0, ""Poor"": 66.0, ""Squalid"": 37.0, ""Wretched"": 3.0}"
Imnescar,Amn,Athkatla,5830,989770,1007,"{'humans': 5830, 'halflings': 0, 'half-orcs': 0, 'misc.': 0}",41,Dueling accidents,['Satrapy'],"{'Aristocratic': 1, 'Wealthy': 98, 'Comfortable': 359, 'Modest': 1097, 'Poor': 1865, 'Squalid': 1217, 'Wretched': 194}",17,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,None,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,68.2,48.3,93,2,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 5830.0, ""halflings"": 0.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 1.0, ""Wealthy"": 98.0, ""Comfortable"": 359.0, ""Modest"": 1097.0, ""Poor"": 1865.0, ""Squalid"": 1217.0, ""Wretched"": 194.0}"
Keczulla,Amn,Athkatla,48419,9707284,28677,"{'humans': 37863, 'halflings': 10555, 'half-orcs': 0, 'misc.': 0}",43,Dueling accidents,['Democracy'],"{'Aristocratic': 116, 'Wealthy': 1139, 'Comfortable': 5496, 'Modest': 5971, 'Poor': 14565, 'Squalid': 10033, 'Wretched': 3680}",13,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,guilds,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,60.1,35.1,60,1,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 37863.0, ""halflings"": 10555.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 116.0, ""Wealthy"": 1139.0, ""Comfortable"": 5496.0, ""Modest"": 5971.0, ""Poor"": 14565.0, ""Squalid"": 10033.0, ""Wretched"": 3680.0}"
Minsor Vale,Amn,Athkatla,193,25002,25,"{'humans': 193, 'halflings': 0, 'half-orcs': 0, 'misc.': 0}",42,Exposure to the elements,['Dictatorship'],"{'Aristocratic': 0, 'Wealthy': 1, 'Comfortable': 10, 'Modest': 27, 'Poor': 60, 'Squalid': 55, 'Wretched': 3}",0,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,None,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,53.6,47,61,0,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 193.0, ""halflings"": 0.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 1.0, ""Comfortable"": 10.0, ""Modest"": 27.0, ""Poor"": 60.0, ""Squalid"": 55.0, ""Wretched"": 3.0}"
Murann,Amn,Athkatla,43417,9285819,22028,"{'humans': 43417, 'halflings': 0, 'half-orcs': 0, 'misc.': 0}",41,Old age,['Magocracy'],"{'Aristocratic': 80, 'Wealthy': 725, 'Comfortable': 4899, 'Modest': 8280, 'Poor': 13325, 'Squalid': 9976, 'Wretched': 3850}",13,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,guilds,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,68.4,48.5,74,1,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 43417.0, ""halflings"": 0.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 80.0, ""Wealthy"": 725.0, ""Comfortable"": 4899.0, ""Modest"": 8280.0, ""Poor"": 13325.0, ""Squalid"": 9976.0, ""Wretched"": 3850.0}"
Nashkel,Amn,Athkatla,2881,451432,453,"{'humans': 2852, 'halflings': 28, 'half-orcs': 0, 'misc.': 0}",44,Dueling accidents,['Militocracy'],"{'Aristocratic': 0, 'Wealthy': 29, 'Comfortable': 208, 'Modest': 475, 'Poor': 870, 'Squalid': 558, 'Wretched': 100}",0,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,None,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,63.6,37.7,75,1,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 2852.0, ""halflings"": 28.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 29.0, ""Comfortable"": 208.0, ""Modest"": 475.0, ""Poor"": 870.0, ""Squalid"": 558.0, ""Wretched"": 100.0}"
Purskul,Amn,Athkatla,27184,5695241,14650,"{'humans': 25797, 'halflings': 1386, 'half-orcs': 0, 'misc.': 0}",41,Magic mishaps,['Matriarchy'],"{'Aristocratic': 97, 'Wealthy': 382, 'Comfortable': 2892, 'Modest': 4779, 'Poor': 8750, 'Squalid': 7924, 'Wretched': 1653}",13,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,guilds,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,47.6,49.9,88,0,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 25797.0, ""halflings"": 1386.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 97.0, ""Wealthy"": 382.0, ""Comfortable"": 2892.0, ""Modest"": 4779.0, ""Poor"": 8750.0, ""Squalid"": 7924.0, ""Wretched"": 1653.0}"
Quarrelshigh,Amn,Athkatla,505,62159,62,"{'humans': 504, 'halflings': 0, 'half-orcs': 0, 'misc.': 0}",42,Assassination,['Confederacy'],"{'Aristocratic': 0, 'Wealthy': 2, 'Comfortable': 33, 'Modest': 50, 'Poor': 163, 'Squalid': 137, 'Wretched': 6}",0,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,None,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,59.5,34.5,91,0,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 504.0, ""halflings"": 0.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 2.0, ""Comfortable"": 33.0, ""Modest"": 50.0, ""Poor"": 163.0, ""Squalid"": 137.0, ""Wretched"": 6.0}"
Riatavin,Amn,Athkatla,11987,2372865,2514,"{'humans': 3799, 'halflings': 8055, 'half-orcs': 0, 'misc.': 131}",57,Exposure to the elements,['Patriarchy'],"{'Aristocratic': 0, 'Wealthy': 337, 'Comfortable': 1012, 'Modest': 2062, 'Poor': 4032, 'Squalid': 2606, 'Wretched': 943}",0,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,None,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,57.8,33.1,73,2,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 3799.0, ""halflings"": 8055.0, ""half-orcs"": 0.0, ""misc."": 131.0}","{""Aristocratic"": 0.0, ""Wealthy"": 337.0, ""Comfortable"": 1012.0, ""Modest"": 2062.0, ""Poor"": 4032.0, ""Squalid"": 2606.0, ""Wretched"": 943.0}"
Scimitar,Amn,Athkatla,300,31901,31,"{'humans': 278, 'halflings': 21, 'half-orcs': 0, 'misc.': 0}",45,Exposure to the elements,['Meritocracy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 19, 'Modest': 26, 'Poor': 90, 'Squalid': 54, 'Wretched': 5}",0,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,None,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,50.4,31.5,62,0,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 278.0, ""halflings"": 21.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 19.0, ""Modest"": 26.0, ""Poor"": 90.0, ""Squalid"": 54.0, ""Wretched"": 5.0}"
Shatar,Amn,Athkatla,200,19345,19,"{'humans': 175, 'halflings': 24, 'half-orcs': 0, 'misc.': 0}",46,Assassination,['Oligarchy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 8, 'Modest': 20, 'Poor': 69, 'Squalid': 32, 'Wretched': 3}",0,"[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]",The Council of Six,Various,None,"['Chondathan', 'Common']","['Bane', 'Chauntea', 'Cyric', 'Selûne', 'Sune', 'Waukeen']",2920094,403450,,69.5,43.4,61,1,"Empires of the Sands - Scott Haring, 1988, Lands of Intrigue - Steven E. Schend, 1997","[""['ale'"", ""'amour'"", ""'beer'"", ""'caravan items (wagons'"", ""'wheels)'"", ""'gems'"", ""'gold'"", ""'grain'"", ""'horses'"", ""'iron'"", ""'jewellery'"", ""'weapons']""]","[""['exotic goods (from maztica)'"", ""'magic items'"", ""'mercenaries'"", ""'pearls'"", ""'siege weapons']""]","{""humans"": 175.0, ""halflings"": 24.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 8.0, ""Modest"": 20.0, ""Poor"": 69.0, ""Squalid"": 32.0, ""Wretched"": 3.0}"
