settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,canon_status,source_confidence,hidden_economy,trade_balance,risk_index,geo_lat,geo_lon
Neverwinter Settlement 0581,Neverwinter,Neverwinter,6984,27372115,1004425,"{'humans': 6180, 'elves': 727, 'dwarves': 620, 'halflings': 365, 'half-orcs': 125, 'misc.': 0}",135,famine,['Magocracy'],"{'poor': 0.5225, 'middle': 0.3389, 'wealthy': 0.0845, 'aristocrat': 0.0541}",0,"[['books', 'fish', 'gems', 'weapons']]","[['glass', 'mercenaries', 'parchment', 'spices']]",Ruler NEV-72,professional guard,None,"Common, Halfling",Chauntea,172720,723835434,228.47,50.7,41.9,8,0,synthetic generator v2,derived,0.8,26882929,0,28.0,35.19469,-104.36081
Amn Settlement 0582,Amn,Athkatla,555,1898087,152366,"{'humans': 418, 'elves': 58, 'dwarves': 49, 'halflings': 52, 'half-orcs': 9, 'misc.': 0}",122,monster attack,['Patriarchy'],"{'poor': 0.6206, 'middle': 0.2897, 'wealthy': 0.0348, 'aristocrat': 0.0549}",0,"[['books', 'timber', 'wine']]",[['jewelry']],Ruler AMN-743,naval patrol,local academy,"Halfling, Orc","Chauntea, Lathander, Tempus",191831,772478497,64.61,62.1,71.3,10,0,synthetic generator v2,synthetic,0.76,2610263,2,35.0,42.61642,-40.52616
Tethyr Settlement 0583,Tethyr,Darromar,6269,37718212,3682377,"{'humans': 4796, 'elves': 627, 'dwarves': 575, 'halflings': 591, 'half-orcs': 335, 'misc.': 0}",174,disease,['Monarchy'],"{'poor': 0.4671, 'middle': 0.3454, 'wealthy': 0.0629, 'aristocrat': 0.1246}",1,[['horses']],"[['coal', 'glass', 'mercenaries']]",Ruler TET-329,small militia,arcanum,"Draconic, Orc","Mystra, Selune",306344,1288038783,437.71,65.7,65.8,10,0,synthetic generator v2,derived,0.6,48115598,-2,35.8,17.11609,129.56495
Amn Settlement 0584,Amn,Athkatla,669,6398623,643900,"{'humans': 500, 'elves': 25, 'dwarves': 38, 'halflings': 16, 'half-orcs': 20, 'misc.': 70}",111,monster attack,['Dictatorship'],"{'poor': 0.4555, 'middle': 0.2525, 'wealthy': 0.0464, 'aristocrat': 0.2457}",2,"[['books', 'cloth', 'grain', 'weapons']]","[['glass', 'magic items']]",Ruler AMN-63,professional guard,None,Orc,"Lathander, Mystra, Selune",191831,772478497,411.55,60.6,87.8,6,0,synthetic generator v2,derived,0.95,8769580,2,22.6,46.79164,58.37876
Sembia Settlement 0585,Sembia,Selgaunt,8865,17815254,571576,"{'humans': 7744, 'elves': 520, 'dwarves': 469, 'halflings': 452, 'half-orcs': 238, 'misc.': 0}",131,monster attack,['Monarchy'],"{'poor': 0.6429, 'middle': 0.2955, 'wealthy': 0.0566, 'aristocrat': 0.0049}",0,"[['armor', 'gems', 'wine']]","[['glass', 'jewelry', 'magic items', 'ore', 'parchment']]",Ruler SEM-706,professional guard,local academy,"Draconic, Halfling","Selune, Torm, Tyr",210662,818271539,153.29,57.2,46.6,9,0,synthetic generator v2,derived,0.57,15516150,-2,31.5,58.25069,-92.26872
Calimshan Settlement 0586,Calimshan,Memnon,6117,61640742,160039,"{'humans': 4032, 'elves': 261, 'dwarves': 467, 'halflings': 361, 'half-orcs': 281, 'misc.': 715}",154,disease,['Monarchy'],"{'poor': 0.4561, 'middle': 0.2318, 'wealthy': 0.0501, 'aristocrat': 0.2621}",20,"[['books', 'horses']]","[['mercenaries', 'ore', 'silk']]",Ruler CAL-570,mercenary heavy,guilds,"Draconic, Elvish, Orc","Chauntea, Lathander, Selune",169269,841078201,319.71,76.6,26.5,9,0,synthetic generator v2,synthetic,0.92,73592900,-1,47.5,39.43849,52.58412
Waterdeep Settlement 0587,Waterdeep,Waterdeep,757,2593094,26156,"{'humans': 617, 'elves': 36, 'dwarves': 74, 'halflings': 16, 'half-orcs': 26, 'misc.': 0}",104,old age,['Monarchy'],"{'poor': 0.5463, 'middle': 0.3641, 'wealthy': 0.0413, 'aristocrat': 0.0483}",18,"[['fish', 'gems', 'horses']]","[['mercenaries', 'parchment', 'silk']]",Ruler WAT-582,professional guard,guilds,Draconic,Lathander,190388,767901516,33.93,52.0,31.2,6,0,synthetic generator v2,derived,0.41,3063794,0,35.4,46.33612,47.84258
Calimshan Settlement 0588,Calimshan,Memnon,1048,1973535,5465,"{'humans': 742, 'elves': 101, 'dwarves': 67, 'halflings': 24, 'half-orcs': 23, 'misc.': 91}",113,arcane mishap,['Monarchy'],"{'poor': 0.6629, 'middle': 0.2895, 'wealthy': 0.0427, 'aristocrat': 0.005}",9,[['gems']],[['coal']],Ruler CAL-520,small militia,arcanum,"Common, Elvish","Selune, Torm",169269,841078201,436.69,78.3,41.6,7,0,synthetic generator v2,synthetic,0.8,1756933,0,31.7,63.53141,11.55786
Neverwinter Settlement 0589,Neverwinter,Neverwinter,1106,7580087,345830,"{'humans': 990, 'elves': 72, 'dwarves': 76, 'halflings': 38, 'half-orcs': 17, 'misc.': 0}",76,disease,['Democracy'],"{'poor': 0.5325, 'middle': 0.257, 'wealthy': 0.0506, 'aristocrat': 0.1599}",0,"[['books', 'fish', 'timber', 'weapons']]",[['jewelry']],Ruler NEV-953,naval patrol,arcanum,"Draconic, Dwarvish",Mystra,172720,723835434,377.85,49.3,51.5,0,0,synthetic generator v2,derived,0.73,6741248,3,0.0,66.57167,109.49691
Amn Settlement 0590,Amn,Athkatla,553,3714210,28816,"{'humans': 403, 'elves': 37, 'dwarves': 40, 'halflings': 33, 'half-orcs': 20, 'misc.': 20}",144,old age,['Theocracy'],"{'poor': 0.5816, 'middle': 0.2012, 'wealthy': 0.0603, 'aristocrat': 0.1569}",19,[['horses']],"[['glass', 'jewelry']]",Ruler AMN-354,naval patrol,None,"Common, Halfling, Orc",Tempus,191831,772478497,193.23,60.6,73.2,6,0,synthetic generator v2,derived,0.81,4983268,-1,36.2,-23.04198,-14.31214
Neverwinter Settlement 0591,Neverwinter,Neverwinter,187,750409,59786,"{'humans': 133, 'elves': 4, 'dwarves': 10, 'halflings': 17, 'half-orcs': 8, 'misc.': 15}",139,old age,['Satrapy'],"{'poor': 0.6545, 'middle': 0.2064, 'wealthy': 0.069, 'aristocrat': 0.0701}",19,"[['books', 'salt']]","[['ore', 'silk', 'spices']]",Ruler NEV-551,mercenary heavy,None,Halfling,Torm,172720,723835434,458.49,42.2,44.9,7,0,synthetic generator v2,derived,0.45,963012,-1,39.7,-23.95698,-89.74981
Sembia Settlement 0592,Sembia,Selgaunt,2973,6442505,83284,"{'humans': 2217, 'elves': 249, 'dwarves': 279, 'halflings': 183, 'half-orcs': 77, 'misc.': 0}",125,monster attack,['Dictatorship'],"{'poor': 0.5758, 'middle': 0.3798, 'wealthy': 0.0346, 'aristocrat': 0.0098}",4,"[['cloth', 'fish', 'horses', 'weapons', 'wine']]","[['coal', 'ore', 'silk', 'spices']]",Ruler SEM-287,professional guard,guilds,Dwarvish,"Lathander, Torm",210662,818271539,402.34,60.6,61.1,9,0,synthetic generator v2,derived,0.6,6364438,1,34.7,-34.28338,-88.5746
Cormyr Settlement 0593,Cormyr,Suzail,2844,5656492,44380,"{'humans': 2018, 'elves': 89, 'dwarves': 177, 'halflings': 107, 'half-orcs': 152, 'misc.': 301}",72,monster attack,['Magocracy'],"{'poor': 0.6413, 'middle': 0.3, 'wealthy': 0.0541, 'aristocrat': 0.0046}",0,"[['books', 'grain', 'weapons']]",[['silk']],Ruler COR-817,professional guard,None,"Halfling, Orc",Selune,162084,631592082,414.5,58.7,74.4,1,0,synthetic generator v2,synthetic,0.69,4487109,2,3.5,17.65948,-4.76854
Amn Settlement 0594,Amn,Athkatla,925,2670478,154563,"{'humans': 726, 'elves': 68, 'dwarves': 79, 'halflings': 42, 'half-orcs': 53, 'misc.': 0}",47,old age,['Patriarchy'],"{'poor': 0.6116, 'middle': 0.3038, 'wealthy': 0.0518, 'aristocrat': 0.0329}",0,"[['books', 'gems', 'salt', 'weapons', 'wine']]",[['coal']],Ruler AMN-820,naval patrol,None,"Common, Elvish",Torm,191831,772478497,371.42,60.6,89.0,10,0,synthetic generator v2,synthetic,0.81,2047797,4,35.0,9.79857,-7.13285
Neverwinter Settlement 0595,Neverwinter,Neverwinter,1132,2589440,28737,"{'humans': 910, 'elves': 94, 'dwarves': 78, 'halflings': 104, 'half-orcs': 67, 'misc.': 0}",71,disease,['Magocracy'],"{'poor': 0.5673, 'middle': 0.352, 'wealthy': 0.0761, 'aristocrat': 0.0046}",17,"[['armor', 'grain', 'weapons']]","[['glass', 'jewelry', 'ore', 'spices']]",Ruler NEV-637,naval patrol,guilds,Orc,Chauntea,172720,723835434,254.86,46.2,51.7,6,0,synthetic generator v2,synthetic,0.48,2465898,-1,34.6,49.05894,87.11121
Tethyr Settlement 0596,Tethyr,Darromar,1611,3200271,125481,"{'humans': 1330, 'elves': 110, 'dwarves': 64, 'halflings': 125, 'half-orcs': 56, 'misc.': 0}",78,arcane mishap,['Dictatorship'],"{'poor': 0.5931, 'middle': 0.3656, 'wealthy': 0.0367, 'aristocrat': 0.0046}",0,"[['books', 'cloth']]",[['magic items']],Ruler TET-931,mercenary heavy,arcanum,"Common, Elvish, Halfling","Lathander, Selune",306344,1288038783,237.1,70.1,54.4,7,0,synthetic generator v2,synthetic,0.41,3415847,1,24.5,60.69808,-65.46371
Tethyr Settlement 0597,Tethyr,Darromar,616,1504989,85913,"{'humans': 533, 'elves': 58, 'dwarves': 60, 'halflings': 24, 'half-orcs': 29, 'misc.': 0}",92,old age,['Confederacy'],"{'poor': 0.5484, 'middle': 0.3531, 'wealthy': 0.0936, 'aristocrat': 0.0048}",4,"[['cloth', 'weapons', 'wine']]",[['parchment']],Ruler TET-131,naval patrol,arcanum,"Elvish, Halfling","Tempus, Torm",306344,1288038783,514.0,71.0,48.0,8,0,synthetic generator v2,derived,0.44,1959580,2,31.2,32.79884,50.36075
Tethyr Settlement 0598,Tethyr,Darromar,5471,18634212,1008476,"{'humans': 4580, 'elves': 571, 'dwarves': 508, 'halflings': 441, 'half-orcs': 294, 'misc.': 0}",43,famine,['Merchant Council'],"{'poor': 0.5168, 'middle': 0.3758, 'wealthy': 0.0673, 'aristocrat': 0.0401}",18,"[['cloth', 'horses', 'timber', 'weapons', 'wine']]","[['coal', 'silk']]",Ruler TET-794,mercenary heavy,local academy,"Elvish, Halfling, Orc","Chauntea, Selune, Tyr",306344,1288038783,467.99,66.9,49.0,0,0,synthetic generator v2,synthetic,0.83,14051407,3,14.4,70.43788,-10.69387
Amn Settlement 0599,Amn,Athkatla,1230,2664248,133480,"{'humans': 951, 'elves': 118, 'dwarves': 62, 'halflings': 107, 'half-orcs': 30, 'misc.': 0}",115,monster attack,['Satrapy'],"{'poor': 0.6008, 'middle': 0.3251, 'wealthy': 0.0698, 'aristocrat': 0.0043}",19,"[['armor', 'books', 'cloth']]","[['coal', 'glass', 'parchment', 'silk']]",Ruler AMN-444,mercenary heavy,None,Orc,"Mystra, Torm",191831,772478497,281.94,65.6,66.7,3,0,synthetic generator v2,synthetic,0.89,3070791,-1,25.7,35.05426,-93.46988
Waterdeep Settlement 0600,Waterdeep,Waterdeep,496,1482228,35979,"{'humans': 411, 'elves': 15, 'dwarves': 15, 'halflings': 48, 'half-orcs': 23, 'misc.': 0}",92,old age,['Democracy'],"{'poor': 0.5794, 'middle': 0.337, 'wealthy': 0.0491, 'aristocrat': 0.0345}",20,"[['cloth', 'fish']]","[['coal', 'jewelry', 'mercenaries', 'parchment', 'spices']]",Ruler WAT-929,professional guard,arcanum,"Draconic, Elvish, Halfling",Mystra,190388,767901516,348.79,49.8,46.9,9,0,synthetic generator v2,derived,0.54,1228328,-3,47.5,-31.92452,33.87555
Calimshan Settlement 0601,Calimshan,Memnon,3461,6532090,60328,"{'humans': 2692, 'elves': 169, 'dwarves': 159, 'halflings': 186, 'half-orcs': 110, 'misc.': 145}",151,arcane mishap,['Magocracy'],"{'poor': 0.6677, 'middle': 0.2818, 'wealthy': 0.0456, 'aristocrat': 0.0049}",10,"[['armor', 'books', 'cloth', 'grain']]","[['coal', 'glass', 'silk']]",Ruler CAL-12,mercenary heavy,local academy,Draconic,"Chauntea, Lathander",169269,841078201,276.49,85.0,19.6,4,0,synthetic generator v2,derived,0.53,6667594,1,22.0,11.50659,107.83766
Neverwinter Settlement 0602,Neverwinter,Neverwinter,707,1708943,163908,"{'humans': 625, 'elves': 74, 'dwarves': 40, 'halflings': 48, 'half-orcs': 23, 'misc.': 0}",57,old age,['Theocracy'],"{'poor': 0.5365, 'middle': 0.3743, 'wealthy': 0.0842, 'aristocrat': 0.005}",0,"[['armor', 'salt']]","[['coal', 'jewelry', 'magic items', 'ore']]",Ruler NEV-610,mercenary heavy,local academy,"Draconic, Dwarvish",Tempus,172720,723835434,76.02,48.7,48.6,4,0,synthetic generator v2,synthetic,0.45,2144405,-2,14.0,51.19401,110.49543
Baldurs Gate Settlement 0603,Baldurs Gate,Baldur's Gate,268,825610,36238,"{'humans': 185, 'elves': 28, 'dwarves': 22, 'halflings': 8, 'half-orcs': 13, 'misc.': 12}",106,crime,['Magocracy'],"{'poor': 0.6197, 'middle': 0.2894, 'wealthy': 0.0507, 'aristocrat': 0.0402}",4,"[['cloth', 'fish', 'grain']]","[['mercenaries', 'silk']]",Ruler BAL-828,small militia,guilds,Halfling,"Torm, Tyr",261869,1312711673,308.45,63.1,61.8,4,0,synthetic generator v2,synthetic,0.76,1147395,1,17.2,-8.00574,51.40531
Calimshan Settlement 0604,Calimshan,Memnon,1507,11047579,456276,"{'humans': 1156, 'elves': 109, 'dwarves': 139, 'halflings': 112, 'half-orcs': 84, 'misc.': 0}",159,arcane mishap,['Confederacy'],"{'poor': 0.4835, 'middle': 0.272, 'wealthy': 0.0779, 'aristocrat': 0.1666}",0,[['horses']],[['glass']],Ruler CAL-267,mercenary heavy,None,Orc,"Lathander, Mystra, Selune",169269,841078201,401.33,75.1,45.1,5,0,synthetic generator v2,synthetic,0.75,12088524,0,17.5,65.07951,-117.44501
Baldurs Gate Settlement 0605,Baldurs Gate,Baldur's Gate,1443,6366636,345556,"{'humans': 947, 'elves': 61, 'dwarves': 91, 'halflings': 119, 'half-orcs': 76, 'misc.': 149}",82,arcane mishap,['Magocracy'],"{'poor': 0.5704, 'middle': 0.2742, 'wealthy': 0.0805, 'aristocrat': 0.0749}",0,[['fish']],[['spices']],Ruler BAL-269,professional guard,arcanum,"Dwarvish, Halfling","Mystra, Selune, Torm",261869,1312711673,226.18,53.6,49.6,2,0,synthetic generator v2,synthetic,0.7,5007016,0,7.0,-8.5982,65.6649
Amn Settlement 0606,Amn,Athkatla,1005,3010789,207217,"{'humans': 784, 'elves': 34, 'dwarves': 73, 'halflings': 81, 'half-orcs': 54, 'misc.': 0}",60,famine,['Dictatorship'],"{'poor': 0.5557, 'middle': 0.3661, 'wealthy': 0.0443, 'aristocrat': 0.034}",0,"[['armor', 'books', 'gems', 'grain', 'weapons']]","[['coal', 'magic items', 'parchment']]",Ruler AMN-653,naval patrol,local academy,"Draconic, Halfling, Orc",Chauntea,191831,772478497,65.62,69.4,74.8,0,0,synthetic generator v2,synthetic,0.93,3926401,2,0.0,-32.33748,53.25615
Cormyr Settlement 0607,Cormyr,Suzail,1025,5026706,40387,"{'humans': 719, 'elves': 35, 'dwarves': 85, 'halflings': 64, 'half-orcs': 36, 'misc.': 86}",125,monster attack,['Confederacy'],"{'poor': 0.609, 'middle': 0.2388, 'wealthy': 0.0523, 'aristocrat': 0.1}",0,"[['books', 'fish', 'grain']]","[['jewelry', 'mercenaries', 'ore', 'spices']]",Ruler COR-327,professional guard,None,"Common, Halfling, Orc","Lathander, Selune, Torm",162084,631592082,543.96,60.9,41.8,0,0,synthetic generator v2,derived,0.61,3804686,-1,0.0,64.11172,76.32475
Neverwinter Settlement 0608,Neverwinter,Neverwinter,613,2874608,183871,"{'humans': 501, 'elves': 17, 'dwarves': 34, 'halflings': 37, 'half-orcs': 8, 'misc.': 16}",70,arcane mishap,['Monarchy'],"{'poor': 0.5529, 'middle': 0.2928, 'wealthy': 0.0689, 'aristocrat': 0.0853}",10,[['cloth']],"[['coal', 'glass', 'jewelry', 'parchment']]",Ruler NEV-949,professional guard,None,Halfling,Tyr,172720,723835434,66.07,50.5,56.2,3,0,synthetic generator v2,synthetic,0.35,2670172,-3,18.5,64.63382,-53.40102
Calimshan Settlement 0609,Calimshan,Memnon,3136,22849647,1096256,"{'humans': 2532, 'elves': 339, 'dwarves': 183, 'halflings': 204, 'half-orcs': 116, 'misc.': 0}",104,arcane mishap,['Patriarchy'],"{'poor': 0.4734, 'middle': 0.267, 'wealthy': 0.0999, 'aristocrat': 0.1598}",0,"[['books', 'fish', 'grain', 'timber']]","[['coal', 'magic items', 'parchment']]",Ruler CAL-932,small militia,local academy,"Draconic, Elvish, Halfling",Selune,169269,841078201,418.66,79.4,12.5,0,0,synthetic generator v2,synthetic,0.4,23419452,1,0.0,-16.29353,12.21686
Sembia Settlement 0610,Sembia,Selgaunt,902,1980779,136313,"{'humans': 804, 'elves': 83, 'dwarves': 30, 'halflings': 90, 'half-orcs': 11, 'misc.': 0}",165,disease,['Patriarchy'],"{'poor': 0.6225, 'middle': 0.2923, 'wealthy': 0.0804, 'aristocrat': 0.0047}",0,"[['salt', 'timber']]","[['coal', 'glass', 'magic items', 'mercenaries', 'parchment']]",Ruler SEM-52,professional guard,None,Draconic,"Chauntea, Mystra",210662,818271539,417.6,48.1,33.4,4,0,synthetic generator v2,synthetic,0.59,2594247,-3,14.0,18.01838,-94.065
Waterdeep Settlement 0611,Waterdeep,Waterdeep,572,3475477,162140,"{'humans': 378, 'elves': 54, 'dwarves': 34, 'halflings': 38, 'half-orcs': 28, 'misc.': 40}",130,war,['Dictatorship'],"{'poor': 0.5734, 'middle': 0.2421, 'wealthy': 0.0468, 'aristocrat': 0.1377}",1,"[['books', 'fish', 'gems', 'grain', 'weapons']]","[['jewelry', 'mercenaries']]",Ruler WAT-692,professional guard,None,Dwarvish,"Lathander, Tyr",190388,767901516,180.69,53.3,55.8,7,0,synthetic generator v2,synthetic,0.74,3960568,3,25.3,-35.7829,-34.12517
Calimshan Settlement 0612,Calimshan,Memnon,472,1288895,109721,"{'humans': 343, 'elves': 33, 'dwarves': 21, 'halflings': 25, 'half-orcs': 17, 'misc.': 33}",86,old age,['Magocracy'],"{'poor': 0.5514, 'middle': 0.3612, 'wealthy': 0.0672, 'aristocrat': 0.0201}",0,"[['armor', 'books']]","[['jewelry', 'magic items', 'mercenaries', 'ore', 'parchment']]",Ruler CAL-739,small militia,guilds,"Common, Draconic, Elvish","Chauntea, Lathander, Tempus",169269,841078201,48.91,85.6,24.6,4,0,synthetic generator v2,synthetic,0.9,1508291,-3,14.0,63.8579,10.61444
Amn Settlement 0613,Amn,Athkatla,762,2377622,78202,"{'humans': 671, 'elves': 73, 'dwarves': 53, 'halflings': 22, 'half-orcs': 34, 'misc.': 0}",117,arcane mishap,['Patriarchy'],"{'poor': 0.6394, 'middle': 0.2491, 'wealthy': 0.0732, 'aristocrat': 0.0383}",0,[['books']],[['ore']],Ruler AMN-785,naval patrol,arcanum,Orc,"Lathander, Selune",191831,772478497,509.35,67.2,74.8,5,0,synthetic generator v2,derived,0.91,2270696,0,17.5,-6.43177,104.85798
Waterdeep Settlement 0614,Waterdeep,Waterdeep,4545,27960019,1620249,"{'humans': 3814, 'elves': 470, 'dwarves': 178, 'halflings': 397, 'half-orcs': 163, 'misc.': 0}",69,monster attack,['Confederacy'],"{'poor': 0.5046, 'middle': 0.2897, 'wealthy': 0.0767, 'aristocrat': 0.129}",0,"[['grain', 'weapons']]",[['spices']],Ruler WAT-907,professional guard,None,"Common, Draconic, Halfling","Chauntea, Mystra, Tyr",190388,767901516,386.89,51.5,62.8,9,0,synthetic generator v2,derived,0.81,22876127,1,31.5,3.98298,2.48758
Tethyr Settlement 0615,Tethyr,Darromar,1135,7950102,759982,"{'humans': 766, 'elves': 91, 'dwarves': 94, 'halflings': 57, 'half-orcs': 25, 'misc.': 102}",65,arcane mishap,['Monarchy'],"{'poor': 0.4743, 'middle': 0.3206, 'wealthy': 0.0428, 'aristocrat': 0.1623}",0,"[['grain', 'salt', 'weapons']]","[['glass', 'mercenaries', 'ore', 'parchment', 'spices']]",Ruler TET-914,small militia,local academy,Draconic,Tempus,306344,1288038783,179.76,70.2,61.2,1,0,synthetic generator v2,derived,0.71,9561516,-2,3.5,66.41876,95.24633
Amn Settlement 0616,Amn,Athkatla,649,4040736,89634,"{'humans': 451, 'elves': 49, 'dwarves': 36, 'halflings': 59, 'half-orcs': 28, 'misc.': 26}",56,crime,['Merchant Council'],"{'poor': 0.5191, 'middle': 0.2822, 'wealthy': 0.0634, 'aristocrat': 0.1353}",16,"[['books', 'horses']]","[['coal', 'glass', 'magic items', 'parchment', 'silk']]",Ruler AMN-801,small militia,None,Draconic,Selune,191831,772478497,421.17,60.8,63.8,7,0,synthetic generator v2,derived,0.45,5509598,-3,37.3,-8.32457,-61.08754
Baldurs Gate Settlement 0617,Baldurs Gate,Baldur's Gate,1649,3585007,82496,"{'humans': 1211, 'elves': 95, 'dwarves': 121, 'halflings': 41, 'half-orcs': 24, 'misc.': 157}",72,monster attack,['Democracy'],"{'poor': 0.5893, 'middle': 0.3409, 'wealthy': 0.0651, 'aristocrat': 0.0047}",0,[['armor']],[['magic items']],Ruler BAL-524,small militia,local academy,"Draconic, Elvish, Orc",Tempus,261869,1312711673,308.05,53.2,58.5,6,0,synthetic generator v2,derived,0.45,4347578,0,21.0,7.83287,2.33071
Cormyr Settlement 0618,Cormyr,Suzail,423,1798207,59492,"{'humans': 297, 'elves': 20, 'dwarves': 16, 'halflings': 15, 'half-orcs': 16, 'misc.': 59}",59,disease,['Monarchy'],"{'poor': 0.4872, 'middle': 0.3588, 'wealthy': 0.0932, 'aristocrat': 0.0608}",6,"[['gems', 'weapons']]",[['parchment']],Ruler COR-488,small militia,None,"Draconic, Elvish, Halfling","Mystra, Selune, Torm",162084,631592082,522.39,58.6,71.0,4,0,synthetic generator v2,derived,0.88,1502488,1,18.8,1.98651,115.57685
Waterdeep Settlement 0619,Waterdeep,Waterdeep,924,8406778,332294,"{'humans': 791, 'elves': 26, 'dwarves': 84, 'halflings': 78, 'half-orcs': 9, 'misc.': 0}",36,old age,['Satrapy'],"{'poor': 0.4536, 'middle': 0.2425, 'wealthy': 0.0811, 'aristocrat': 0.2228}",0,"[['horses', 'salt', 'timber', 'weapons']]",[['glass']],Ruler WAT-766,professional guard,local academy,"Draconic, Dwarvish, Halfling","Mystra, Tempus, Tyr",190388,767901516,73.93,58.2,35.0,4,0,synthetic generator v2,derived,0.43,11134280,3,14.0,66.16274,-12.46495
Sembia Settlement 0620,Sembia,Selgaunt,1044,2016721,33359,"{'humans': 794, 'elves': 34, 'dwarves': 48, 'halflings': 71, 'half-orcs': 36, 'misc.': 61}",46,disease,['Democracy'],"{'poor': 0.6005, 'middle': 0.3648, 'wealthy': 0.03, 'aristocrat': 0.0047}",9,"[['books', 'grain', 'timber', 'weapons', 'wine']]","[['coal', 'jewelry', 'magic items', 'ore', 'silk']]",Ruler SEM-239,professional guard,local academy,Halfling,"Selune, Torm",210662,818271539,144.57,57.3,40.1,0,16,synthetic generator v2,synthetic,0.48,1840920,0,21.6,30.07378,20.26835
Amn Settlement 0621,Amn,Athkatla,1063,10023967,196111,"{'humans': 736, 'elves': 72, 'dwarves': 51, 'halflings': 52, 'half-orcs': 39, 'misc.': 113}",106,crime,['Monarchy'],"{'poor': 0.4504, 'middle': 0.2255, 'wealthy': 0.0929, 'aristocrat': 0.2312}",4,"[['armor', 'books', 'grain', 'salt']]","[['magic items', 'ore', 'spices']]",Ruler AMN-737,professional guard,None,"Draconic, Elvish, Orc","Mystra, Selune",191831,772478497,497.53,72.2,91.5,10,0,synthetic generator v2,synthetic,0.41,8911651,1,38.2,12.53508,5.97521
Baldurs Gate Settlement 0622,Baldurs Gate,Baldur's Gate,1531,2974963,97812,"{'humans': 1228, 'elves': 120, 'dwarves': 103, 'halflings': 143, 'half-orcs': 47, 'misc.': 0}",97,arcane mishap,['Dictatorship'],"{'poor': 0.6172, 'middle': 0.3396, 'wealthy': 0.0387, 'aristocrat': 0.0045}",4,"[['grain', 'salt', 'timber']]","[['glass', 'silk', 'spices']]",Ruler BAL-208,professional guard,guilds,Elvish,"Chauntea, Lathander",261869,1312711673,295.78,55.1,56.2,6,0,synthetic generator v2,synthetic,0.88,2415980,0,24.2,52.21685,-94.06936
Baldurs Gate Settlement 0623,Baldurs Gate,Baldur's Gate,3513,9436297,314135,"{'humans': 2882, 'elves': 111, 'dwarves': 244, 'halflings': 290, 'half-orcs': 108, 'misc.': 0}",46,old age,['Theocracy'],"{'poor': 0.665, 'middle': 0.2254, 'wealthy': 0.0866, 'aristocrat': 0.0229}",17,"[['gems', 'salt', 'weapons']]",[['mercenaries']],Ruler BAL-119,small militia,guilds,"Common, Draconic, Elvish",Torm,261869,1312711673,187.6,54.5,67.7,8,0,synthetic generator v2,synthetic,0.7,11967389,2,41.6,30.75484,129.1267
Neverwinter Settlement 0624,Neverwinter,Neverwinter,1859,3827548,58153,"{'humans': 1225, 'elves': 159, 'dwarves': 98, 'halflings': 67, 'half-orcs': 36, 'misc.': 274}",48,crime,['Confederacy'],"{'poor': 0.6311, 'middle': 0.3029, 'wealthy': 0.0613, 'aristocrat': 0.0047}",16,"[['armor', 'gems', 'timber', 'weapons']]","[['magic items', 'parchment']]",Ruler NEV-769,mercenary heavy,local academy,"Common, Dwarvish",Lathander,172720,723835434,286.24,49.8,27.0,6,0,synthetic generator v2,synthetic,0.78,4143684,2,33.8,-15.3085,13.85752
Tethyr Settlement 0625,Tethyr,Darromar,711,6090220,188710,"{'humans': 499, 'elves': 64, 'dwarves': 70, 'halflings': 39, 'half-orcs': 32, 'misc.': 7}",176,crime,['Theocracy'],"{'poor': 0.4936, 'middle': 0.2495, 'wealthy': 0.0407, 'aristocrat': 0.2163}",14,"[['books', 'grain', 'salt']]","[['magic items', 'ore', 'parchment']]",Ruler TET-31,small militia,guilds,Dwarvish,"Selune, Tempus, Tyr",306344,1288038783,117.12,68.3,75.1,3,0,synthetic generator v2,synthetic,0.65,5309237,0,21.7,-20.72536,-68.86573
Calimshan Settlement 0626,Calimshan,Memnon,4443,11093366,241532,"{'humans': 3878, 'elves': 345, 'dwarves': 395, 'halflings': 420, 'half-orcs': 103, 'misc.': 0}",134,monster attack,['Merchant Council'],"{'poor': 0.5305, 'middle': 0.3692, 'wealthy': 0.0954, 'aristocrat': 0.0049}",16,[['gems']],[['spices']],Ruler CAL-423,small militia,guilds,"Dwarvish, Elvish, Halfling","Mystra, Torm",169269,841078201,353.28,81.5,30.1,1,0,synthetic generator v2,synthetic,0.75,13158337,0,16.3,43.88279,-61.84849
Tethyr Settlement 0627,Tethyr,Darromar,3090,5720567,148190,"{'humans': 2244, 'elves': 164, 'dwarves': 157, 'halflings': 164, 'half-orcs': 40, 'misc.': 321}",57,crime,['Merchant Council'],"{'poor': 0.6638, 'middle': 0.2925, 'wealthy': 0.0389, 'aristocrat': 0.0048}",0,[['timber']],"[['jewelry', 'silk', 'spices']]",Ruler TET-317,small militia,arcanum,Elvish,"Chauntea, Selune, Tyr",306344,1288038783,290.23,61.9,45.8,8,0,synthetic generator v2,synthetic,0.93,4891997,-2,28.0,7.29593,20.0051
