settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,canon_status,source_confidence,hidden_economy,trade_balance,risk_index,geo_lat,geo_lon
Baldurs Gate Settlement 0130,Baldurs Gate,Baldur's Gate,2481,5241753,372286,"{""humans"": 1865, ""elves"": 227, ""dwarves"": 150, ""halflings"": 147, ""half-orcs"": 89, ""misc."": 3}",145,arcane mishap,"[""Satrapy""]","{""poor"": 0.6083, ""middle"": 0.3462, ""wealthy"": 0.0411, ""aristocrat"": 0.0044}",13,"[[""gems""]]","[[""spices""]]",Ruler BAL-676,mercenary heavy,local academy,"Elvish, Halfling","Lathander, Mystra, Tempus",88949,460120908,304.24,57.3,60.6,8,0,synthetic generator v3,synthetic,0.46,5577059,0,38.4,17.6011,-30.15053
Cormyr Settlement 0131,Cormyr,Suzail,9153,51655042,1376184,"{""humans"": 7127, ""elves"": 716, ""dwarves"": 552, ""halflings"": 311, ""half-orcs"": 444, ""misc."": 3}",86,arcane mishap,"[""Theocracy""]","{""poor"": 0.5281, ""middle"": 0.3319, ""wealthy"": 0.0244, ""aristocrat"": 0.1156}",1,"[[""fish"", ""gems"", ""salt"", ""weapons"", ""wine""]]","[[""coal"", ""mercenaries"", ""spices""]]",Ruler COR-196,naval patrol,arcanum,"Draconic, Dwarvish, Orc",Selune,128212,529868877,258.49,61.1,72.5,0,0,synthetic generator v3,synthetic,0.35,55056440,2,0.8,24.36,11.49031
Calimshan Settlement 0132,Calimshan,Memnon,4187,38489523,2282350,"{""humans"": 2923, ""elves"": 442, ""dwarves"": 290, ""halflings"": 287, ""half-orcs"": 242, ""misc."": 3}",148,famine,"[""Dictatorship""]","{""poor"": 0.5229, ""middle"": 0.2318, ""wealthy"": 0.0255, ""aristocrat"": 0.2198}",13,"[[""armor"", ""gems"", ""weapons"", ""wine""]]","[[""coal"", ""ore""]]",Ruler CAL-625,professional guard,local academy,Halfling,Tempus,104596,622107818,442.41,76.0,47.1,4,1,synthetic generator v3,synthetic,0.55,45513604,2,25.3,21.99025,-50.87081
Waterdeep Settlement 0133,Waterdeep,Waterdeep,672,1860349,3568,"{""humans"": 555, ""elves"": 17, ""dwarves"": 43, ""halflings"": 36, ""half-orcs"": 19, ""misc."": 2}",115,crime,"[""Confederacy""]","{""poor"": 0.5534, ""middle"": 0.3515, ""wealthy"": 0.0905, ""aristocrat"": 0.0046}",3,"[[""armor"", ""fish"", ""horses"", ""salt"", ""timber""]]","[[""glass"", ""mercenaries"", ""parchment""]]",Ruler WAT-9,mercenary heavy,guilds,"Elvish, Halfling","Mystra, Tyr",111501,517924535,25.33,58.3,59.8,2,0,synthetic generator v3,synthetic,0.43,1627932,2,9.4,34.50381,-40.46208
Cormyr Settlement 0134,Cormyr,Suzail,4429,27213454,139403,"{""humans"": 3395, ""elves"": 394, ""dwarves"": 214, ""halflings"": 339, ""half-orcs"": 83, ""misc."": 4}",96,crime,"[""Theocracy""]","{""poor"": 0.5151, ""middle"": 0.2967, ""wealthy"": 0.0663, ""aristocrat"": 0.1219}",6,"[[""armor"", ""books"", ""horses"", ""weapons"", ""wine""]]","[[""mercenaries""]]",Ruler COR-791,mercenary heavy,guilds,"Elvish, Halfling, Orc",Tempus,128212,529868877,92.15,53.5,67.6,6,0,synthetic generator v3,synthetic,0.59,33508349,4,25.8,40.81842,18.80534
Sembia Settlement 0135,Sembia,Selgaunt,560,3291817,192613,"{""humans"": 448, ""elves"": 47, ""dwarves"": 25, ""halflings"": 18, ""half-orcs"": 20, ""misc."": 2}",159,arcane mishap,"[""Merchant Council""]","{""poor"": 0.4582, ""middle"": 0.3597, ""wealthy"": 0.0676, ""aristocrat"": 0.1145}",15,"[[""cloth"", ""wine""]]","[[""jewelry"", ""silk""]]",Ruler SEM-82,professional guard,guilds,"Dwarvish, Elvish, Halfling",Tempus,115850,569433233,498.15,53.5,51.1,5,0,synthetic generator v3,synthetic,0.47,2883585,0,29.5,27.90068,18.15876
Waterdeep Settlement 0136,Waterdeep,Waterdeep,736,4443982,104022,"{""humans"": 568, ""elves"": 39, ""dwarves"": 54, ""halflings"": 45, ""half-orcs"": 27, ""misc."": 3}",42,old age,"[""Confederacy""]","{""poor"": 0.5124, ""middle"": 0.3445, ""wealthy"": 0.035, ""aristocrat"": 0.1081}",7,"[[""books"", ""cloth"", ""salt""]]","[[""jewelry"", ""mercenaries"", ""parchment"", ""silk"", ""spices""]]",Ruler WAT-456,professional guard,arcanum,"Draconic, Elvish","Mystra, Tempus",111501,517924535,511.3,46.4,48.0,0,0,synthetic generator v3,synthetic,0.45,3633966,-2,5.6,35.71126,-20.62469
Cormyr Settlement 0137,Cormyr,Suzail,379,780655,35300,"{""humans"": 293, ""elves"": 27, ""dwarves"": 20, ""halflings"": 27, ""half-orcs"": 10, ""misc."": 2}",124,famine,"[""Monarchy""]","{""poor"": 0.6246, ""middle"": 0.3266, ""wealthy"": 0.0443, ""aristocrat"": 0.0045}",0,"[[""gems"", ""grain"", ""timber"", ""weapons""]]","[[""glass"", ""mercenaries"", ""spices""]]",Ruler COR-78,mercenary heavy,None,"Draconic, Dwarvish, Elvish","Selune, Tempus, Torm",128212,529868877,302.8,63.3,57.3,2,0,synthetic generator v3,derived,0.82,921259,1,7.0,21.55877,24.51541
Baldurs Gate Settlement 0138,Baldurs Gate,Baldur's Gate,4139,30737004,1365394,"{""humans"": 2936, ""elves"": 271, ""dwarves"": 381, ""halflings"": 301, ""half-orcs"": 247, ""misc."": 3}",173,war,"[""Democracy""]","{""poor"": 0.4819, ""middle"": 0.3153, ""wealthy"": 0.0419, ""aristocrat"": 0.1609}",12,"[[""timber""]]","[[""mercenaries"", ""ore"", ""parchment""]]",Ruler BAL-435,professional guard,guilds,"Draconic, Orc","Chauntea, Mystra, Torm",88949,460120908,234.21,53.2,43.0,1,0,synthetic generator v3,derived,0.63,39289259,-2,13.1,25.60956,-29.98336
Sembia Settlement 0139,Sembia,Selgaunt,2460,18747888,589836,"{""humans"": 1996, ""elves"": 94, ""dwarves"": 160, ""halflings"": 142, ""half-orcs"": 65, ""misc."": 3}",59,war,"[""Monarchy""]","{""poor"": 0.4767, ""middle"": 0.2738, ""wealthy"": 0.0789, ""aristocrat"": 0.1706}",7,"[[""gems""]]","[[""ore"", ""silk"", ""spices""]]",Ruler SEM-205,professional guard,local academy,Draconic,"Chauntea, Lathander, Tyr",115850,569433233,509.7,54.5,63.9,5,0,synthetic generator v3,derived,0.85,17973295,-2,23.1,25.8556,48.23179
Sembia Settlement 0140,Sembia,Selgaunt,822,1758849,153584,"{""humans"": 654, ""elves"": 22, ""dwarves"": 38, ""halflings"": 63, ""half-orcs"": 42, ""misc."": 3}",80,arcane mishap,"[""Magocracy""]","{""poor"": 0.6043, ""middle"": 0.3329, ""wealthy"": 0.0581, ""aristocrat"": 0.0047}",8,"[[""timber""]]","[[""coal"", ""jewelry"", ""parchment"", ""spices""]]",Ruler SEM-765,small militia,None,Halfling,"Tempus, Tyr",115850,569433233,413.38,51.5,29.5,0,0,synthetic generator v3,synthetic,0.4,2299436,-3,6.4,29.19817,53.75773
Cormyr Settlement 0141,Cormyr,Suzail,366,2236989,155454,"{""humans"": 300, ""elves"": 12, ""dwarves"": 29, ""halflings"": 12, ""half-orcs"": 11, ""misc."": 2}",116,old age,"[""Confederacy""]","{""poor"": 0.4801, ""middle"": 0.3582, ""wealthy"": 0.0374, ""aristocrat"": 0.1243}",7,"[[""cloth"", ""salt""]]","[[""coal"", ""jewelry"", ""magic items"", ""mercenaries"", ""spices""]]",Ruler COR-949,mercenary heavy,guilds,"Draconic, Elvish","Chauntea, Selune, Tyr",128212,529868877,33.89,66.1,41.9,8,0,synthetic generator v3,synthetic,0.49,2904239,-3,33.6,25.30233,16.80706
Amn Settlement 0142,Amn,Athkatla,998,2480940,40172,"{""humans"": 737, ""elves"": 110, ""dwarves"": 80, ""halflings"": 29, ""half-orcs"": 40, ""misc."": 2}",54,famine,"[""Dictatorship""]","{""poor"": 0.6299, ""middle"": 0.2794, ""wealthy"": 0.0858, ""aristocrat"": 0.0049}",0,"[[""horses"", ""salt""]]","[[""magic items"", ""mercenaries"", ""spices""]]",Ruler AMN-344,naval patrol,local academy,"Common, Draconic, Dwarvish",Selune,135123,611983508,452.21,62.2,87.1,5,0,synthetic generator v3,synthetic,0.65,2495925,-1,17.5,10.36126,-36.41504
Sembia Settlement 0143,Sembia,Selgaunt,1270,3912830,70946,"{""humans"": 941, ""elves"": 92, ""dwarves"": 108, ""halflings"": 98, ""half-orcs"": 29, ""misc."": 2}",66,arcane mishap,"[""Dictatorship""]","{""poor"": 0.5729, ""middle"": 0.3364, ""wealthy"": 0.0573, ""aristocrat"": 0.0334}",10,"[[""grain""]]","[[""jewelry"", ""magic items"", ""ore"", ""spices""]]",Ruler SEM-10,mercenary heavy,None,"Common, Elvish, Orc",Lathander,115850,569433233,133.13,59.2,57.4,0,0,synthetic generator v3,derived,0.67,3156719,-3,8.0,41.77794,36.01268
Tethyr Settlement 0144,Tethyr,Darromar,898,1921125,105514,"{""humans"": 710, ""elves"": 19, ""dwarves"": 60, ""halflings"": 70, ""half-orcs"": 37, ""misc."": 2}",168,disease,"[""Magocracy""]","{""poor"": 0.5915, ""middle"": 0.3439, ""wealthy"": 0.0598, ""aristocrat"": 0.0048}",0,"[[""books"", ""fish"", ""salt"", ""timber"", ""weapons""]]","[[""parchment"", ""spices""]]",Ruler TET-234,small militia,None,Draconic,"Selune, Tyr",94697,355319062,270.43,64.2,46.0,6,0,synthetic generator v3,derived,0.64,2129779,3,21.0,4.28545,-40.99396
Baldurs Gate Settlement 0145,Baldurs Gate,Baldur's Gate,1053,2561753,28480,"{""humans"": 795, ""elves"": 64, ""dwarves"": 94, ""halflings"": 70, ""half-orcs"": 27, ""misc."": 3}",63,war,"[""Merchant Council""]","{""poor"": 0.5857, ""middle"": 0.3301, ""wealthy"": 0.0794, ""aristocrat"": 0.0048}",11,"[[""cloth"", ""fish"", ""gems"", ""weapons""]]","[[""glass"", ""jewelry"", ""parchment"", ""silk""]]",Ruler BAL-537,mercenary heavy,guilds,Common,"Chauntea, Mystra, Torm",88949,460120908,477.94,58.9,59.7,4,0,synthetic generator v3,derived,0.76,2431879,0,22.8,22.36661,-32.45415
Amn Settlement 0146,Amn,Athkatla,670,5052696,58243,"{""humans"": 520, ""elves"": 27, ""dwarves"": 48, ""halflings"": 42, ""half-orcs"": 31, ""misc."": 2}",146,arcane mishap,"[""Satrapy""]","{""poor"": 0.4719, ""middle"": 0.3079, ""wealthy"": 0.0735, ""aristocrat"": 0.1467}",0,"[[""gems""]]","[[""coal"", ""glass"", ""magic items"", ""ore"", ""parchment""]]",Ruler AMN-651,professional guard,None,"Common, Draconic, Dwarvish","Mystra, Tempus",135123,611983508,51.23,70.3,57.5,1,0,synthetic generator v3,synthetic,0.61,5115820,-4,3.5,25.89828,-14.67605
Sembia Settlement 0147,Sembia,Selgaunt,2291,10342230,571259,"{""humans"": 1863, ""elves"": 79, ""dwarves"": 130, ""halflings"": 120, ""half-orcs"": 97, ""misc."": 2}",175,disease,"[""Magocracy""]","{""poor"": 0.5932, ""middle"": 0.24, ""wealthy"": 0.0922, ""aristocrat"": 0.0746}",16,"[[""horses""]]","[[""glass"", ""mercenaries"", ""parchment"", ""silk"", ""spices""]]",Ruler SEM-616,professional guard,guilds,Elvish,"Torm, Tyr",115850,569433233,327.18,51.6,35.5,5,0,synthetic generator v3,synthetic,0.53,13448191,-4,30.3,24.02226,40.07193
Tethyr Settlement 0148,Tethyr,Darromar,1253,2900207,30756,"{""humans"": 1042, ""elves"": 92, ""dwarves"": 62, ""halflings"": 30, ""half-orcs"": 25, ""misc."": 2}",37,monster attack,"[""Satrapy""]","{""poor"": 0.5578, ""middle"": 0.3601, ""wealthy"": 0.0776, ""aristocrat"": 0.0045}",2,"[[""cloth"", ""fish"", ""gems"", ""weapons"", ""wine""]]","[[""glass"", ""magic items"", ""mercenaries"", ""parchment""]]",Ruler TET-575,mercenary heavy,arcanum,Halfling,Torm,94697,355319062,495.81,70.8,71.7,10,0,synthetic generator v3,derived,0.64,2890715,1,36.6,2.31001,-53.49805
Baldurs Gate Settlement 0149,Baldurs Gate,Baldur's Gate,2766,17916673,1166892,"{""humans"": 2211, ""elves"": 61, ""dwarves"": 211, ""halflings"": 147, ""half-orcs"": 133, ""misc."": 3}",60,monster attack,"[""Democracy""]","{""poor"": 0.499, ""middle"": 0.2955, ""wealthy"": 0.0811, ""aristocrat"": 0.1244}",18,"[[""armor"", ""books"", ""grain"", ""salt"", ""timber""]]","[[""coal"", ""ore"", ""silk""]]",Ruler BAL-928,small militia,None,"Elvish, Halfling, Orc","Mystra, Torm, Tyr",88949,460120908,19.44,56.5,48.1,4,0,synthetic generator v3,synthetic,0.66,19937599,2,28.4,35.30084,-33.48097
Suzail,Cormyr,Suzail,4395,16166378,689180,"{""humans"": 3301, ""elves"": 182, ""dwarves"": 435, ""halflings"": 198, ""half-orcs"": 276, ""misc."": 3}",90,crime,"[""Democracy""]","{""poor"": 0.6803, ""middle"": 0.2154, ""wealthy"": 0.0442, ""aristocrat"": 0.0601}",17,"[[""salt""]]","[[""magic items"", ""ore"", ""spices""]]",Ruler COR-978,naval patrol,None,"Common, Elvish",Mystra,128212,529868877,211.6,64.4,73.6,9,0,synthetic generator v3,canonical,0.89,17880586,-2,45.1,24.08849,-6.87878
Cormyr Settlement 0151,Cormyr,Suzail,3451,12133890,805102,"{""humans"": 2831, ""elves"": 108, ""dwarves"": 150, ""halflings"": 163, ""half-orcs"": 197, ""misc."": 2}",142,monster attack,"[""Merchant Council""]","{""poor"": 0.5004, ""middle"": 0.3755, ""wealthy"": 0.0923, ""aristocrat"": 0.0318}",14,"[[""armor"", ""cloth"", ""grain"", ""salt"", ""wine""]]","[[""jewelry"", ""magic items""]]",Ruler COR-856,professional guard,arcanum,Common,"Selune, Tempus, Tyr",128212,529868877,187.57,55.9,49.2,1,0,synthetic generator v3,synthetic,0.48,15278862,3,14.7,40.47887,-6.0181
Sembia Settlement 0152,Sembia,Selgaunt,3545,35325068,66822,"{""humans"": 2618, ""elves"": 243, ""dwarves"": 293, ""halflings"": 304, ""half-orcs"": 85, ""misc."": 2}",41,disease,"[""Monarchy""]","{""poor"": 0.467, ""middle"": 0.2508, ""wealthy"": 0.0242, ""aristocrat"": 0.258}",0,"[[""armor"", ""fish"", ""horses"", ""wine""]]","[[""jewelry"", ""magic items"", ""mercenaries"", ""silk""]]",Ruler SEM-872,small militia,guilds,Halfling,"Chauntea, Tempus",115850,569433233,365.55,61.9,43.7,0,0,synthetic generator v3,derived,0.83,35246321,0,0.0,32.55552,20.26793
Baldurs Gate Settlement 0153,Baldurs Gate,Baldur's Gate,1216,8690498,178356,"{""humans"": 893, ""elves"": 83, ""dwarves"": 97, ""halflings"": 78, ""half-orcs"": 62, ""misc."": 3}",148,war,"[""Magocracy""]","{""poor"": 0.4933, ""middle"": 0.2804, ""wealthy"": 0.0815, ""aristocrat"": 0.1448}",2,"[[""armor"", ""books"", ""fish"", ""weapons""]]","[[""mercenaries""]]",Ruler BAL-663,naval patrol,arcanum,"Draconic, Halfling","Chauntea, Lathander, Tempus",88949,460120908,357.86,52.4,40.3,2,0,synthetic generator v3,derived,0.7,11141050,3,8.6,31.29299,-3.94566
Sembia Settlement 0154,Sembia,Selgaunt,292,644235,36894,"{""humans"": 255, ""elves"": 6, ""dwarves"": 15, ""halflings"": 7, ""half-orcs"": 7, ""misc."": 2}",145,old age,"[""Theocracy""]","{""poor"": 0.6459, ""middle"": 0.2661, ""wealthy"": 0.0833, ""aristocrat"": 0.0047}",0,"[[""armor"", ""books"", ""horses"", ""wine""]]","[[""coal"", ""jewelry"", ""ore"", ""spices""]]",Ruler SEM-318,professional guard,arcanum,"Common, Halfling","Tempus, Torm",115850,569433233,468.02,49.6,51.4,9,0,synthetic generator v3,derived,0.83,533951,0,31.5,27.32769,30.51397
Waterdeep Settlement 0155,Waterdeep,Waterdeep,2151,18204182,431065,"{""humans"": 1631, ""elves"": 106, ""dwarves"": 199, ""halflings"": 164, ""half-orcs"": 48, ""misc."": 3}",137,famine,"[""Democracy""]","{""poor"": 0.4515, ""middle"": 0.3436, ""wealthy"": 0.0297, ""aristocrat"": 0.1752}",15,"[[""weapons""]]","[[""parchment"", ""silk"", ""spices""]]",Ruler WAT-476,naval patrol,None,"Common, Draconic, Elvish",Lathander,111501,517924535,356.89,49.2,38.3,7,0,synthetic generator v3,synthetic,0.7,18469243,-2,36.5,30.72418,-8.61721
Baldurs Gate Settlement 0156,Baldurs Gate,Baldur's Gate,5156,12005333,849293,"{""humans"": 4029, ""elves"": 167, ""dwarves"": 443, ""halflings"": 431, ""half-orcs"": 84, ""misc."": 2}",59,war,"[""Dictatorship""]","{""poor"": 0.6727, ""middle"": 0.2285, ""wealthy"": 0.0939, ""aristocrat"": 0.0049}",0,"[[""wine""]]","[[""mercenaries""]]",Ruler BAL-323,small militia,guilds,Dwarvish,"Lathander, Mystra",88949,460120908,203.42,59.8,67.1,5,0,synthetic generator v3,synthetic,0.47,12385000,0,17.5,29.87389,-4.35337
Cormyr Settlement 0157,Cormyr,Suzail,2101,4666020,144333,"{""humans"": 1633, ""elves"": 122, ""dwarves"": 197, ""halflings"": 78, ""half-orcs"": 70, ""misc."": 1}",118,arcane mishap,"[""Merchant Council""]","{""poor"": 0.6564, ""middle"": 0.26, ""wealthy"": 0.0788, ""aristocrat"": 0.0048}",16,"[[""fish"", ""salt""]]","[[""jewelry"", ""spices""]]",Ruler COR-639,professional guard,local academy,"Draconic, Elvish",Mystra,128212,529868877,130.09,56.8,73.7,4,0,synthetic generator v3,synthetic,0.44,5313937,0,26.8,26.8669,25.74112
Waterdeep Settlement 0158,Waterdeep,Waterdeep,1098,4741912,12980,"{""humans"": 808, ""elves"": 117, ""dwarves"": 75, ""halflings"": 70, ""half-orcs"": 26, ""misc."": 2}",111,war,"[""Magocracy""]","{""poor"": 0.504, ""middle"": 0.3934, ""wealthy"": 0.0477, ""aristocrat"": 0.0549}",10,"[[""weapons""]]","[[""parchment""]]",Ruler WAT-637,professional guard,arcanum,"Draconic, Dwarvish","Selune, Torm",111501,517924535,438.67,53.6,63.5,3,0,synthetic generator v3,synthetic,0.7,4546825,0,18.5,38.79924,-33.51451
Amn Settlement 0159,Amn,Athkatla,18311,47977799,972613,"{""humans"": 14520, ""elves"": 2001, ""dwarves"": 830, ""halflings"": 544, ""half-orcs"": 412, ""misc."": 4}",154,arcane mishap,"[""Confederacy""]","{""poor"": 0.5772, ""middle"": 0.331, ""wealthy"": 0.087, ""aristocrat"": 0.0048}",17,"[[""armor"", ""fish"", ""horses"", ""salt"", ""timber""]]","[[""glass"", ""jewelry"", ""parchment""]]",Ruler AMN-730,mercenary heavy,arcanum,"Common, Dwarvish","Mystra, Selune",135123,611983508,33.87,60.2,61.4,5,0,synthetic generator v3,synthetic,0.47,52662324,2,31.1,10.81402,-9.23274
Calimshan Settlement 0160,Calimshan,Memnon,856,8569200,35148,"{""humans"": 652, ""elves"": 45, ""dwarves"": 53, ""halflings"": 72, ""half-orcs"": 31, ""misc."": 3}",131,disease,"[""Dictatorship""]","{""poor"": 0.4892, ""middle"": 0.2054, ""wealthy"": 0.0725, ""aristocrat"": 0.2329}",3,"[[""books"", ""salt""]]","[[""ore"", ""parchment""]]",Ruler CAL-22,small militia,arcanum,"Draconic, Dwarvish, Halfling","Selune, Tempus, Tyr",104596,622107818,536.86,76.8,48.5,8,0,synthetic generator v3,synthetic,0.62,7306391,0,30.4,6.31239,-46.90175
Sembia Settlement 0161,Sembia,Selgaunt,1214,5266922,181753,"{""humans"": 983, ""elves"": 105, ""dwarves"": 73, ""halflings"": 38, ""half-orcs"": 13, ""misc."": 2}",94,famine,"[""Dictatorship""]","{""poor"": 0.5389, ""middle"": 0.3248, ""wealthy"": 0.066, ""aristocrat"": 0.0703}",11,"[[""horses""]]","[[""glass"", ""spices""]]",Ruler SEM-79,professional guard,None,"Common, Dwarvish, Elvish","Chauntea, Tempus, Torm",115850,569433233,520.19,50.8,34.1,4,6,synthetic generator v3,derived,0.83,6174041,-1,28.2,32.49514,53.40576
Sembia Settlement 0162,Sembia,Selgaunt,977,1950831,23728,"{""humans"": 691, ""elves"": 102, ""dwarves"": 62, ""halflings"": 86, ""half-orcs"": 33, ""misc."": 3}",127,monster attack,"[""Democracy""]","{""poor"": 0.5934, ""middle"": 0.371, ""wealthy"": 0.0307, ""aristocrat"": 0.0049}",2,"[[""grain""]]","[[""coal"", ""magic items"", ""parchment"", ""silk"", ""spices""]]",Ruler SEM-909,mercenary heavy,arcanum,"Dwarvish, Halfling","Chauntea, Selune",115850,569433233,519.75,59.7,47.8,8,3,synthetic generator v3,synthetic,0.37,1598182,-4,32.3,30.73247,47.72138
Baldurs Gate Settlement 0163,Baldurs Gate,Baldur's Gate,964,3589231,42430,"{""humans"": 735, ""elves"": 36, ""dwarves"": 72, ""halflings"": 85, ""half-orcs"": 33, ""misc."": 3}",57,crime,"[""Confederacy""]","{""poor"": 0.638, ""middle"": 0.2443, ""wealthy"": 0.066, ""aristocrat"": 0.0517}",19,"[[""armor"", ""fish"", ""gems"", ""grain"", ""wine""]]","[[""coal"", ""magic items"", ""mercenaries"", ""silk""]]",Ruler BAL-989,mercenary heavy,arcanum,"Common, Draconic, Halfling","Chauntea, Mystra, Tyr",88949,460120908,491.67,62.1,68.0,0,0,synthetic generator v3,synthetic,0.58,2922869,1,15.2,28.23682,-8.47876
Amn Settlement 0164,Amn,Athkatla,556,5651817,183769,"{""humans"": 465, ""elves"": 25, ""dwarves"": 22, ""halflings"": 15, ""half-orcs"": 27, ""misc."": 2}",131,famine,"[""Merchant Council""]","{""poor"": 0.4711, ""middle"": 0.2377, ""wealthy"": 0.0644, ""aristocrat"": 0.2268}",14,"[[""books"", ""gems"", ""weapons"", ""wine""]]","[[""jewelry"", ""magic items"", ""parchment"", ""silk""]]",Ruler AMN-765,small militia,None,Halfling,Chauntea,135123,611983508,524.89,69.2,77.9,8,0,synthetic generator v3,synthetic,0.51,6020601,0,39.2,21.65503,-39.74883
Neverwinter Settlement 0165,Neverwinter,Neverwinter,1195,4010007,67692,"{""humans"": 822, ""elves"": 134, ""dwarves"": 110, ""halflings"": 109, ""half-orcs"": 18, ""misc."": 2}",38,old age,"[""Democracy""]","{""poor"": 0.5522, ""middle"": 0.3728, ""wealthy"": 0.0294, ""aristocrat"": 0.0456}",0,"[[""fish""]]","[[""coal"", ""jewelry"", ""magic items"", ""parchment""]]",Ruler NEV-299,small militia,local academy,"Common, Draconic, Halfling","Lathander, Mystra, Tempus",41958,200003469,163.43,42.4,29.8,7,0,synthetic generator v3,derived,0.86,4366400,-3,24.5,38.02115,-18.40353
Tethyr Settlement 0166,Tethyr,Darromar,401,745890,4399,"{""humans"": 322, ""elves"": 8, ""dwarves"": 39, ""halflings"": 25, ""half-orcs"": 4, ""misc."": 3}",102,arcane mishap,"[""Patriarchy""]","{""poor"": 0.6903, ""middle"": 0.256, ""wealthy"": 0.0487, ""aristocrat"": 0.005}",8,"[[""books"", ""grain"", ""weapons"", ""wine""]]","[[""jewelry"", ""magic items"", ""parchment""]]",Ruler TET-938,naval patrol,arcanum,"Draconic, Halfling, Orc","Chauntea, Mystra",94697,355319062,325.75,62.9,54.0,6,0,synthetic generator v3,synthetic,0.65,661224,1,27.4,16.02636,-40.73828
Cormyr Settlement 0167,Cormyr,Suzail,2820,6801037,168269,"{""humans"": 2143, ""elves"": 321, ""dwarves"": 138, ""halflings"": 117, ""half-orcs"": 99, ""misc."": 2}",98,old age,"[""Merchant Council""]","{""poor"": 0.615, ""middle"": 0.2871, ""wealthy"": 0.093, ""aristocrat"": 0.0049}",13,"[[""gems"", ""horses"", ""salt"", ""weapons""]]","[[""glass"", ""silk""]]",Ruler COR-273,small militia,local academy,Elvish,"Torm, Tyr",128212,529868877,463.87,57.9,60.8,2,0,synthetic generator v3,synthetic,0.48,5878106,2,17.4,31.15469,2.26613
Amn Settlement 0168,Amn,Athkatla,549,3500004,80700,"{""humans"": 427, ""elves"": 20, ""dwarves"": 27, ""halflings"": 45, ""half-orcs"": 28, ""misc."": 2}",125,arcane mishap,"[""Satrapy""]","{""poor"": 0.4629, ""middle"": 0.3919, ""wealthy"": 0.0236, ""aristocrat"": 0.1216}",19,"[[""fish"", ""salt""]]","[[""glass"", ""mercenaries"", ""silk""]]",Ruler AMN-646,professional guard,arcanum,"Draconic, Dwarvish","Selune, Tyr",135123,611983508,399.58,70.9,70.0,10,0,synthetic generator v3,derived,0.83,3008491,-1,50.2,23.99269,-35.06587
Sembia Settlement 0169,Sembia,Selgaunt,1483,3283959,9315,"{""humans"": 1185, ""elves"": 38, ""dwarves"": 116, ""halflings"": 119, ""half-orcs"": 23, ""misc."": 2}",145,monster attack,"[""Monarchy""]","{""poor"": 0.6697, ""middle"": 0.233, ""wealthy"": 0.0925, ""aristocrat"": 0.0048}",15,"[[""cloth"", ""salt"", ""timber"", ""weapons""]]","[[""coal"", ""glass""]]",Ruler SEM-590,mercenary heavy,None,"Draconic, Orc","Torm, Tyr",115850,569433233,272.95,59.5,50.5,8,2,synthetic generator v3,synthetic,0.52,4051191,2,41.8,29.92587,26.91215
Sembia Settlement 0170,Sembia,Selgaunt,1279,2748748,228090,"{""humans"": 963, ""elves"": 98, ""dwarves"": 112, ""halflings"": 69, ""half-orcs"": 34, ""misc."": 3}",120,war,"[""Magocracy""]","{""poor"": 0.5989, ""middle"": 0.3391, ""wealthy"": 0.0572, ""aristocrat"": 0.0048}",0,"[[""grain""]]","[[""ore"", ""parchment""]]",Ruler SEM-891,professional guard,guilds,Dwarvish,"Mystra, Tyr",115850,569433233,479.37,49.2,37.2,10,0,synthetic generator v3,derived,0.77,3637146,-1,35.0,31.42354,23.00921
Neverwinter Settlement 0171,Neverwinter,Neverwinter,984,6416001,129737,"{""humans"": 791, ""elves"": 34, ""dwarves"": 79, ""halflings"": 50, ""half-orcs"": 27, ""misc."": 3}",125,war,"[""Democracy""]","{""poor"": 0.5773, ""middle"": 0.244, ""wealthy"": 0.0284, ""aristocrat"": 0.1503}",18,"[[""cloth"", ""gems"", ""grain"", ""timber""]]","[[""coal"", ""glass"", ""ore"", ""parchment"", ""spices""]]",Ruler NEV-354,mercenary heavy,arcanum,"Draconic, Orc","Mystra, Selune",41958,200003469,343.4,49.2,52.9,8,1,synthetic generator v3,synthetic,0.45,7238170,-1,43.3,36.51071,-30.30395
Cormyr Settlement 0172,Cormyr,Suzail,3810,27066526,971556,"{""humans"": 2846, ""elves"": 313, ""dwarves"": 158, ""halflings"": 329, ""half-orcs"": 161, ""misc."": 3}",125,war,"[""Confederacy""]","{""poor"": 0.4911, ""middle"": 0.3134, ""wealthy"": 0.0392, ""aristocrat"": 0.1563}",0,"[[""cloth"", ""fish"", ""timber""]]","[[""magic items"", ""ore""]]",Ruler COR-348,professional guard,arcanum,Orc,"Lathander, Mystra",128212,529868877,507.38,61.6,71.9,3,0,synthetic generator v3,synthetic,0.39,27029046,1,10.5,30.50023,18.37177
