settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,canon_status,source_confidence,hidden_economy,trade_balance,risk_index,geo_lat,geo_lon
Cormyr Settlement 0591,Cormyr,Suzail,797,1606028,109134,"{'humans': 607, 'elves': 67, 'dwarves': 76, 'halflings': 61, 'half-orcs': 11, 'misc.': 0}",163,monster attack,['Confederacy'],"{'poor': 0.6454, 'middle': 0.291, 'wealthy': 0.0588, 'aristocrat': 0.0048}",0,"[['armor', 'fish', 'gems', 'grain', 'salt']]","[['magic items', 'parchment']]",Ruler COR-883,naval patrol,None,"Draconic, Dwarvish, Elvish","Chauntea, Selune, Tempus",142577,750902532,198.93,62.7,67.5,2,0,synthetic generator v2,derived,0.55,1710128,3,7.0,37.61797,122.81566
Amn Settlement 0592,Amn,Athkatla,1745,3945941,32837,"{'humans': 1246, 'elves': 146, 'dwarves': 96, 'halflings': 54, 'half-orcs': 69, 'misc.': 134}",52,monster attack,['Democracy'],"{'poor': 0.5516, 'middle': 0.3777, 'wealthy': 0.0659, 'aristocrat': 0.0047}",4,"[['grain', 'salt']]","[['magic items', 'ore', 'parchment']]",Ruler AMN-795,naval patrol,local academy,"Common, Elvish, Halfling",Mystra,169970,832884482,19.07,69.5,74.7,6,0,synthetic generator v2,synthetic,0.68,5059150,-1,24.2,-7.26834,-84.5035
Calimshan Settlement 0593,Calimshan,Memnon,1039,3683850,159712,"{'humans': 782, 'elves': 43, 'dwarves': 67, 'halflings': 29, 'half-orcs': 50, 'misc.': 68}",105,old age,['Democracy'],"{'poor': 0.5493, 'middle': 0.3231, 'wealthy': 0.0839, 'aristocrat': 0.0437}",0,"[['books', 'cloth', 'grain', 'wine']]",[['silk']],Ruler CAL-263,small militia,guilds,Draconic,Chauntea,175132,771448209,399.74,74.3,47.9,6,0,synthetic generator v2,synthetic,0.95,4693685,3,21.0,25.68224,6.02591
Tethyr Settlement 0594,Tethyr,Darromar,988,4162131,76299,"{'humans': 858, 'elves': 104, 'dwarves': 45, 'halflings': 40, 'half-orcs': 20, 'misc.': 0}",56,famine,['Monarchy'],"{'poor': 0.629, 'middle': 0.2152, 'wealthy': 0.084, 'aristocrat': 0.0718}",0,"[['books', 'cloth', 'fish', 'salt']]","[['coal', 'magic items', 'mercenaries', 'spices']]",Ruler TET-918,professional guard,arcanum,"Common, Orc",Tempus,193641,937694481,64.57,68.2,61.7,6,0,synthetic generator v2,derived,0.61,4750596,0,21.0,26.39946,-50.263
Tethyr Settlement 0595,Tethyr,Darromar,934,1979459,132923,"{'humans': 729, 'elves': 102, 'dwarves': 46, 'halflings': 36, 'half-orcs': 16, 'misc.': 5}",169,famine,['Magocracy'],"{'poor': 0.6369, 'middle': 0.2857, 'wealthy': 0.0726, 'aristocrat': 0.0048}",11,"[['armor', 'books', 'fish', 'timber', 'weapons']]",[['silk']],Ruler TET-548,small militia,arcanum,"Common, Draconic, Halfling","Selune, Tempus, Torm",193641,937694481,392.29,71.6,75.4,7,0,synthetic generator v2,synthetic,0.57,2621346,4,33.3,11.59615,-29.50663
Amn Settlement 0596,Amn,Athkatla,753,2124139,67201,"{'humans': 671, 'elves': 84, 'dwarves': 61, 'halflings': 72, 'half-orcs': 26, 'misc.': 0}",170,crime,['Merchant Council'],"{'poor': 0.6982, 'middle': 0.2057, 'wealthy': 0.0611, 'aristocrat': 0.0351}",5,[['wine']],"[['coal', 'jewelry', 'ore', 'silk']]",Ruler AMN-712,professional guard,local academy,"Elvish, Halfling",Chauntea,169970,832884482,29.69,67.3,71.7,6,0,synthetic generator v2,derived,0.74,1944746,-3,25.0,-25.14917,-52.11657
Baldurs Gate Settlement 0597,Baldurs Gate,Baldur's Gate,1390,5182022,249601,"{'humans': 905, 'elves': 38, 'dwarves': 131, 'halflings': 134, 'half-orcs': 50, 'misc.': 132}",62,war,['Theocracy'],"{'poor': 0.6988, 'middle': 0.2056, 'wealthy': 0.0219, 'aristocrat': 0.0736}",0,"[['cloth', 'gems', 'salt', 'timber']]","[['coal', 'jewelry', 'ore', 'spices']]",Ruler BAL-175,small militia,guilds,Draconic,"Torm, Tyr",241116,953675704,386.97,53.8,35.6,0,0,synthetic generator v2,derived,0.65,6092124,0,0.0,-0.82785,-69.94593
Waterdeep Settlement 0598,Waterdeep,Waterdeep,225,1379502,14514,"{'humans': 160, 'elves': 20, 'dwarves': 7, 'halflings': 8, 'half-orcs': 7, 'misc.': 23}",165,disease,['Monarchy'],"{'poor': 0.4505, 'middle': 0.3517, 'wealthy': 0.0726, 'aristocrat': 0.1252}",7,"[['armor', 'books', 'gems', 'weapons', 'wine']]",[['parchment']],Ruler WAT-546,small militia,local academy,"Elvish, Halfling","Chauntea, Torm",236326,985356857,36.58,54.8,39.7,1,0,synthetic generator v2,synthetic,0.51,1468874,4,9.1,56.79292,90.34722
Sembia Settlement 0599,Sembia,Selgaunt,822,3673057,219945,"{'humans': 669, 'elves': 82, 'dwarves': 27, 'halflings': 30, 'half-orcs': 13, 'misc.': 1}",180,famine,['Confederacy'],"{'poor': 0.6395, 'middle': 0.2286, 'wealthy': 0.0421, 'aristocrat': 0.0898}",6,"[['cloth', 'salt', 'timber']]","[['coal', 'magic items', 'parchment', 'spices']]",Ruler SEM-606,mercenary heavy,local academy,"Draconic, Dwarvish, Halfling",Torm,158418,730633739,19.2,52.9,50.8,9,0,synthetic generator v2,synthetic,0.43,3871850,-1,36.3,73.49822,8.95664
Sembia Settlement 0600,Sembia,Selgaunt,2946,7540686,237090,"{'humans': 2044, 'elves': 113, 'dwarves': 175, 'halflings': 275, 'half-orcs': 154, 'misc.': 185}",123,old age,['Democracy'],"{'poor': 0.6441, 'middle': 0.269, 'wealthy': 0.0655, 'aristocrat': 0.0215}",8,"[['fish', 'gems', 'horses', 'weapons']]","[['jewelry', 'mercenaries', 'ore', 'silk', 'spices']]",Ruler SEM-812,professional guard,local academy,"Draconic, Elvish, Halfling","Lathander, Selune",158418,730633739,510.87,53.6,43.2,2,4,synthetic generator v2,synthetic,0.74,6287796,-1,17.0,55.4773,25.9504
Baldurs Gate Settlement 0601,Baldurs Gate,Baldur's Gate,2181,13127987,691406,"{'humans': 1959, 'elves': 200, 'dwarves': 206, 'halflings': 56, 'half-orcs': 52, 'misc.': 0}",115,arcane mishap,['Dictatorship'],"{'poor': 0.4594, 'middle': 0.3336, 'wealthy': 0.0881, 'aristocrat': 0.1189}",8,"[['gems', 'horses']]","[['glass', 'jewelry', 'parchment', 'silk', 'spices']]",Ruler BAL-429,mercenary heavy,guilds,"Draconic, Dwarvish","Tempus, Torm",241116,953675704,352.05,59.0,57.9,6,0,synthetic generator v2,synthetic,0.77,16890266,-3,27.4,67.904,-6.405
Baldurs Gate Settlement 0602,Baldurs Gate,Baldur's Gate,3294,8636914,275935,"{'humans': 2481, 'elves': 270, 'dwarves': 280, 'halflings': 70, 'half-orcs': 60, 'misc.': 133}",72,crime,['Magocracy'],"{'poor': 0.6755, 'middle': 0.2157, 'wealthy': 0.0876, 'aristocrat': 0.0213}",0,"[['books', 'fish', 'grain', 'weapons', 'wine']]","[['coal', 'glass', 'jewelry', 'magic items', 'spices']]",Ruler BAL-994,professional guard,None,Halfling,"Chauntea, Mystra",241116,953675704,327.55,51.0,70.3,10,0,synthetic generator v2,derived,0.88,9392620,0,35.0,-32.39115,78.42431
Cormyr Settlement 0603,Cormyr,Suzail,457,2108765,146943,"{'humans': 337, 'elves': 29, 'dwarves': 44, 'halflings': 29, 'half-orcs': 14, 'misc.': 4}",117,arcane mishap,['Dictatorship'],"{'poor': 0.5899, 'middle': 0.2871, 'wealthy': 0.0293, 'aristocrat': 0.0937}",0,"[['armor', 'books', 'grain', 'weapons']]","[['glass', 'jewelry']]",Ruler COR-894,professional guard,local academy,"Draconic, Dwarvish","Lathander, Selune, Tempus",142577,750902532,160.84,54.4,52.9,6,0,synthetic generator v2,derived,0.94,2127343,2,21.0,51.49239,87.27643
Neverwinter Settlement 0604,Neverwinter,Neverwinter,604,1164756,48575,"{'humans': 510, 'elves': 49, 'dwarves': 47, 'halflings': 51, 'half-orcs': 21, 'misc.': 0}",101,old age,['Democracy'],"{'poor': 0.6032, 'middle': 0.3613, 'wealthy': 0.0309, 'aristocrat': 0.0046}",18,"[['cloth', 'fish', 'horses', 'timber']]",[['spices']],Ruler NEV-79,naval patrol,arcanum,Draconic,"Chauntea, Lathander, Mystra",177268,765621383,37.37,41.1,60.3,5,0,synthetic generator v2,derived,0.48,1032742,3,31.9,-31.93722,81.53659
Baldurs Gate Settlement 0605,Baldurs Gate,Baldur's Gate,14250,79919806,3065175,"{'humans': 12711, 'elves': 548, 'dwarves': 773, 'halflings': 1321, 'half-orcs': 775, 'misc.': 0}",33,famine,['Theocracy'],"{'poor': 0.5146, 'middle': 0.3291, 'wealthy': 0.0365, 'aristocrat': 0.1199}",16,"[['armor', 'gems', 'salt', 'wine']]","[['glass', 'jewelry', 'parchment', 'spices']]",Ruler BAL-411,small militia,local academy,Halfling,"Lathander, Tyr",241116,953675704,285.49,58.3,70.2,2,0,synthetic generator v2,synthetic,0.79,91769711,0,19.8,55.06051,-109.49113
Calimshan Settlement 0606,Calimshan,Memnon,8790,61131580,3319907,"{'humans': 6139, 'elves': 653, 'dwarves': 642, 'halflings': 293, 'half-orcs': 136, 'misc.': 927}",72,arcane mishap,['Satrapy'],"{'poor': 0.5657, 'middle': 0.2335, 'wealthy': 0.0309, 'aristocrat': 0.1698}",7,"[['armor', 'fish', 'timber']]","[['glass', 'magic items', 'parchment', 'spices']]",Ruler CAL-124,naval patrol,arcanum,Halfling,Tyr,175132,771448209,153.52,82.8,26.8,0,0,synthetic generator v2,synthetic,0.72,76031139,-1,5.6,-20.67795,108.02986
Neverwinter Settlement 0607,Neverwinter,Neverwinter,1289,7268663,539593,"{'humans': 902, 'elves': 79, 'dwarves': 58, 'halflings': 126, 'half-orcs': 75, 'misc.': 49}",117,disease,['Dictatorship'],"{'poor': 0.5195, 'middle': 0.3281, 'wealthy': 0.0297, 'aristocrat': 0.1227}",9,"[['books', 'horses']]","[['magic items', 'silk']]",Ruler NEV-695,mercenary heavy,None,Common,"Mystra, Tyr",177268,765621383,383.69,42.8,26.3,3,0,synthetic generator v2,synthetic,0.5,9215458,0,17.7,-13.37436,-72.04604
Neverwinter Settlement 0608,Neverwinter,Neverwinter,855,4104628,386992,"{'humans': 744, 'elves': 42, 'dwarves': 45, 'halflings': 73, 'half-orcs': 11, 'misc.': 0}",53,disease,['Merchant Council'],"{'poor': 0.5226, 'middle': 0.3355, 'wealthy': 0.0515, 'aristocrat': 0.0904}",0,"[['books', 'gems']]","[['coal', 'magic items', 'mercenaries', 'ore', 'spices']]",Ruler NEV-430,mercenary heavy,arcanum,Draconic,"Chauntea, Torm",177268,765621383,240.73,44.1,46.4,8,0,synthetic generator v2,synthetic,0.45,5712840,-3,28.0,2.60142,-76.37463
Neverwinter Settlement 0609,Neverwinter,Neverwinter,3970,8722411,149439,"{'humans': 2780, 'elves': 217, 'dwarves': 354, 'halflings': 392, 'half-orcs': 234, 'misc.': 0}",55,crime,['Democracy'],"{'poor': 0.6438, 'middle': 0.2646, 'wealthy': 0.0866, 'aristocrat': 0.005}",19,"[['fish', 'grain', 'horses', 'timber']]","[['coal', 'ore']]",Ruler NEV-25,mercenary heavy,guilds,Draconic,Selune,177268,765621383,499.65,40.2,24.2,2,0,synthetic generator v2,derived,0.45,11388318,2,22.2,22.2142,-105.6201
Cormyr Settlement 0610,Cormyr,Suzail,1777,10975564,161170,"{'humans': 1576, 'elves': 107, 'dwarves': 174, 'halflings': 136, 'half-orcs': 57, 'misc.': 0}",138,monster attack,['Dictatorship'],"{'poor': 0.5277, 'middle': 0.2518, 'wealthy': 0.0922, 'aristocrat': 0.1283}",6,"[['books', 'horses', 'weapons']]",[['silk']],Ruler COR-3,mercenary heavy,arcanum,"Common, Draconic, Halfling","Mystra, Torm",142577,750902532,281.79,56.9,50.5,6,0,synthetic generator v2,synthetic,0.47,11985726,2,25.8,-37.57687,106.09974
Calimshan Settlement 0611,Calimshan,Memnon,2384,7877297,543852,"{'humans': 1647, 'elves': 263, 'dwarves': 214, 'halflings': 165, 'half-orcs': 27, 'misc.': 68}",51,old age,['Magocracy'],"{'poor': 0.6673, 'middle': 0.2012, 'wealthy': 0.0881, 'aristocrat': 0.0434}",9,"[['armor', 'cloth', 'grain', 'horses', 'salt']]","[['jewelry', 'mercenaries', 'ore', 'parchment']]",Ruler CAL-605,small militia,None,Orc,"Mystra, Torm, Tyr",175132,771448209,492.19,85.6,31.5,1,0,synthetic generator v2,synthetic,0.74,10926946,1,10.7,6.56981,-99.69739
Tethyr Settlement 0612,Tethyr,Darromar,802,1674152,104041,"{'humans': 643, 'elves': 53, 'dwarves': 70, 'halflings': 30, 'half-orcs': 47, 'misc.': 0}",30,arcane mishap,['Merchant Council'],"{'poor': 0.6285, 'middle': 0.3022, 'wealthy': 0.0645, 'aristocrat': 0.0048}",10,"[['armor', 'grain', 'weapons', 'wine']]","[['coal', 'glass', 'magic items', 'mercenaries', 'parchment']]",Ruler TET-792,naval patrol,None,"Common, Halfling","Lathander, Tyr",193641,937694481,544.93,65.9,64.5,1,0,synthetic generator v2,derived,0.57,2173944,-1,11.5,-3.54495,80.90962
Cormyr Settlement 0613,Cormyr,Suzail,5155,24014541,1336177,"{'humans': 4131, 'elves': 237, 'dwarves': 281, 'halflings': 247, 'half-orcs': 216, 'misc.': 43}",35,disease,['Dictatorship'],"{'poor': 0.5263, 'middle': 0.3288, 'wealthy': 0.0608, 'aristocrat': 0.084}",12,"[['salt', 'weapons', 'wine']]",[['silk']],Ruler COR-155,small militia,arcanum,"Draconic, Dwarvish, Halfling",Torm,142577,750902532,517.1,64.2,49.5,10,0,synthetic generator v2,derived,0.54,30321798,2,44.6,-25.77636,14.40515
Neverwinter Settlement 0614,Neverwinter,Neverwinter,896,4865406,298304,"{'humans': 781, 'elves': 38, 'dwarves': 35, 'halflings': 74, 'half-orcs': 14, 'misc.': 0}",44,monster attack,['Confederacy'],"{'poor': 0.507, 'middle': 0.3467, 'wealthy': 0.0321, 'aristocrat': 0.1143}",17,"[['armor', 'books', 'fish']]","[['coal', 'glass', 'mercenaries', 'ore', 'silk']]",Ruler NEV-643,naval patrol,local academy,Draconic,"Mystra, Selune, Tyr",177268,765621383,372.66,42.3,45.3,9,0,synthetic generator v2,synthetic,0.64,3782388,-2,45.1,-25.28201,-1.95677
Neverwinter Settlement 0615,Neverwinter,Neverwinter,396,899501,39809,"{'humans': 328, 'elves': 35, 'dwarves': 26, 'halflings': 25, 'half-orcs': 22, 'misc.': 0}",31,arcane mishap,['Satrapy'],"{'poor': 0.5542, 'middle': 0.3736, 'wealthy': 0.0674, 'aristocrat': 0.0049}",14,[['grain']],"[['mercenaries', 'parchment', 'spices']]",Ruler NEV-540,professional guard,local academy,"Draconic, Elvish, Orc","Selune, Tempus",177268,765621383,34.37,53.7,56.5,1,0,synthetic generator v2,derived,0.44,758759,-2,14.7,26.03784,71.30979
Calimshan Settlement 0616,Calimshan,Memnon,706,6084318,229910,"{'humans': 535, 'elves': 19, 'dwarves': 67, 'halflings': 43, 'half-orcs': 33, 'misc.': 9}",110,famine,['Patriarchy'],"{'poor': 0.5248, 'middle': 0.2303, 'wealthy': 0.0202, 'aristocrat': 0.2246}",0,"[['armor', 'gems', 'horses', 'salt']]","[['glass', 'jewelry', 'mercenaries', 'ore', 'spices']]",Ruler CAL-941,naval patrol,guilds,"Common, Elvish, Halfling",Torm,175132,771448209,243.23,78.7,23.5,9,0,synthetic generator v2,synthetic,0.84,5080125,-1,31.5,46.99154,110.87885
Amn Settlement 0617,Amn,Athkatla,524,2234815,119216,"{'humans': 441, 'elves': 48, 'dwarves': 41, 'halflings': 23, 'half-orcs': 14, 'misc.': 0}",76,war,['Confederacy'],"{'poor': 0.6546, 'middle': 0.21, 'wealthy': 0.0537, 'aristocrat': 0.0817}",14,"[['books', 'gems', 'grain', 'weapons']]",[['parchment']],Ruler AMN-452,naval patrol,guilds,"Draconic, Dwarvish, Halfling","Lathander, Tyr",169970,832884482,87.09,63.1,59.7,2,0,synthetic generator v2,synthetic,0.46,2038468,3,18.2,8.57555,63.41627
Calimshan Settlement 0618,Calimshan,Memnon,2622,6416311,57661,"{'humans': 1911, 'elves': 280, 'dwarves': 189, 'halflings': 109, 'half-orcs': 71, 'misc.': 62}",144,crime,['Satrapy'],"{'poor': 0.5388, 'middle': 0.3656, 'wealthy': 0.0908, 'aristocrat': 0.0048}",15,"[['armor', 'fish', 'grain', 'salt']]","[['coal', 'glass', 'jewelry', 'ore']]",Ruler CAL-637,mercenary heavy,guilds,"Draconic, Elvish, Halfling",Tyr,175132,771448209,205.59,72.7,32.3,8,0,synthetic generator v2,derived,0.9,7230912,0,40.0,25.08311,-106.71909
Calimshan Settlement 0619,Calimshan,Memnon,2352,6501869,528088,"{'humans': 1643, 'elves': 165, 'dwarves': 170, 'halflings': 138, 'half-orcs': 107, 'misc.': 129}",25,crime,['Dictatorship'],"{'poor': 0.6099, 'middle': 0.2718, 'wealthy': 0.0995, 'aristocrat': 0.0188}",5,"[['armor', 'books']]","[['glass', 'jewelry', 'mercenaries', 'parchment', 'silk']]",Ruler CAL-45,naval patrol,guilds,"Common, Draconic","Tempus, Tyr",175132,771448209,270.75,84.8,37.5,9,0,synthetic generator v2,derived,0.38,7233839,-3,35.5,19.45067,-61.73045
Waterdeep Settlement 0620,Waterdeep,Waterdeep,364,884422,48193,"{'humans': 324, 'elves': 25, 'dwarves': 26, 'halflings': 15, 'half-orcs': 12, 'misc.': 0}",57,crime,['Confederacy'],"{'poor': 0.696, 'middle': 0.2341, 'wealthy': 0.0446, 'aristocrat': 0.0253}",0,[['timber']],"[['mercenaries', 'spices']]",Ruler WAT-569,mercenary heavy,guilds,"Common, Draconic","Lathander, Mystra, Torm",236326,985356857,69.57,57.1,49.6,0,0,synthetic generator v2,synthetic,0.48,877591,-1,0.0,2.51766,-37.34594
Amn Settlement 0621,Amn,Athkatla,968,1899589,141380,"{'humans': 669, 'elves': 33, 'dwarves': 42, 'halflings': 39, 'half-orcs': 36, 'misc.': 149}",94,crime,['Merchant Council'],"{'poor': 0.6494, 'middle': 0.2937, 'wealthy': 0.0522, 'aristocrat': 0.0047}",0,"[['grain', 'horses']]",[['ore']],Ruler AMN-345,naval patrol,arcanum,"Draconic, Dwarvish, Orc","Chauntea, Mystra",169970,832884482,298.65,68.9,62.2,10,0,synthetic generator v2,synthetic,0.86,1839507,1,35.0,31.15818,38.53982
Tethyr Settlement 0622,Tethyr,Darromar,423,1440875,7611,"{'humans': 289, 'elves': 32, 'dwarves': 23, 'halflings': 14, 'half-orcs': 5, 'misc.': 60}",123,famine,['Theocracy'],"{'poor': 0.5409, 'middle': 0.3712, 'wealthy': 0.0406, 'aristocrat': 0.0474}",17,[['gems']],"[['coal', 'glass', 'ore', 'silk']]",Ruler TET-393,small militia,arcanum,"Common, Dwarvish, Orc","Tempus, Torm, Tyr",193641,937694481,262.71,61.7,65.8,10,0,synthetic generator v2,derived,0.95,1118644,-3,48.6,-2.32825,-11.18778
Baldurs Gate Settlement 0623,Baldurs Gate,Baldur's Gate,1090,4822220,181219,"{'humans': 900, 'elves': 29, 'dwarves': 60, 'halflings': 28, 'half-orcs': 53, 'misc.': 20}",50,arcane mishap,['Patriarchy'],"{'poor': 0.5613, 'middle': 0.3297, 'wealthy': 0.0223, 'aristocrat': 0.0867}",15,[['cloth']],"[['coal', 'magic items', 'parchment']]",Ruler BAL-930,naval patrol,arcanum,"Draconic, Halfling, Orc","Chauntea, Selune",241116,953675704,353.45,58.7,59.5,8,0,synthetic generator v2,synthetic,0.37,3865897,-2,40.0,-1.47011,21.51578
Tethyr Settlement 0624,Tethyr,Darromar,4557,20345214,1157603,"{'humans': 3693, 'elves': 178, 'dwarves': 261, 'halflings': 117, 'half-orcs': 68, 'misc.': 240}",54,monster attack,['Theocracy'],"{'poor': 0.4836, 'middle': 0.3642, 'wealthy': 0.0824, 'aristocrat': 0.0699}",10,"[['cloth', 'fish']]","[['coal', 'glass', 'magic items']]",Ruler TET-778,mercenary heavy,None,Dwarvish,Tyr,193641,937694481,264.23,60.7,46.0,7,0,synthetic generator v2,synthetic,0.85,26465945,-1,32.5,41.31722,85.70709
Baldurs Gate Settlement 0625,Baldurs Gate,Baldur's Gate,1254,6668468,453028,"{'humans': 1056, 'elves': 132, 'dwarves': 39, 'halflings': 62, 'half-orcs': 47, 'misc.': 0}",77,arcane mishap,['Dictatorship'],"{'poor': 0.5929, 'middle': 0.2473, 'wealthy': 0.0458, 'aristocrat': 0.114}",7,"[['books', 'salt', 'weapons']]",[['coal']],Ruler BAL-543,naval patrol,None,Orc,"Lathander, Tempus, Tyr",241116,953675704,317.89,60.7,37.5,9,0,synthetic generator v2,derived,0.86,7300264,2,37.1,25.93766,71.73321
Cormyr Settlement 0626,Cormyr,Suzail,233,472382,13187,"{'humans': 182, 'elves': 20, 'dwarves': 17, 'halflings': 13, 'half-orcs': 13, 'misc.': 0}",151,famine,['Merchant Council'],"{'poor': 0.6073, 'middle': 0.3408, 'wealthy': 0.0469, 'aristocrat': 0.0049}",0,"[['books', 'cloth', 'timber', 'weapons']]","[['coal', 'magic items', 'ore', 'silk']]",Ruler COR-317,professional guard,None,Draconic,Torm,142577,750902532,295.21,63.0,51.5,0,0,synthetic generator v2,derived,0.51,651301,0,0.0,7.31605,119.0254
Cormyr Settlement 0627,Cormyr,Suzail,2205,15302218,803937,"{'humans': 1453, 'elves': 224, 'dwarves': 81, 'halflings': 131, 'half-orcs': 28, 'misc.': 288}",112,war,['Magocracy'],"{'poor': 0.4877, 'middle': 0.2999, 'wealthy': 0.0535, 'aristocrat': 0.1589}",0,[['salt']],"[['coal', 'glass', 'magic items', 'mercenaries', 'parchment']]",Ruler COR-168,mercenary heavy,arcanum,Dwarvish,"Tempus, Torm, Tyr",142577,750902532,24.45,61.0,71.4,0,0,synthetic generator v2,synthetic,0.43,12222733,-4,0.0,3.67578,79.45697
Neverwinter Settlement 0628,Neverwinter,Neverwinter,1672,3811381,319605,"{'humans': 1266, 'elves': 141, 'dwarves': 78, 'halflings': 38, 'half-orcs': 16, 'misc.': 133}",47,famine,['Democracy'],"{'poor': 0.5596, 'middle': 0.3637, 'wealthy': 0.0721, 'aristocrat': 0.0046}",1,"[['armor', 'weapons']]","[['mercenaries', 'ore', 'spices']]",Ruler NEV-927,small militia,local academy,Halfling,"Selune, Torm, Tyr",177268,765621383,126.06,54.9,38.4,3,0,synthetic generator v2,derived,0.62,4367932,-1,11.3,47.47674,-88.63089
Neverwinter Settlement 0629,Neverwinter,Neverwinter,1879,3985798,148732,"{'humans': 1611, 'elves': 177, 'dwarves': 163, 'halflings': 131, 'half-orcs': 28, 'misc.': 0}",122,monster attack,['Dictatorship'],"{'poor': 0.5925, 'middle': 0.3447, 'wealthy': 0.0582, 'aristocrat': 0.0046}",0,"[['gems', 'wine']]","[['coal', 'spices']]",Ruler NEV-591,small militia,None,"Common, Draconic, Dwarvish","Lathander, Tempus",177268,765621383,486.13,51.6,29.4,9,0,synthetic generator v2,synthetic,0.77,3791676,0,31.5,-32.65652,-76.79591
Waterdeep Settlement 0630,Waterdeep,Waterdeep,685,2639663,35857,"{'humans': 604, 'elves': 75, 'dwarves': 53, 'halflings': 19, 'half-orcs': 21, 'misc.': 0}",34,crime,['Patriarchy'],"{'poor': 0.6168, 'middle': 0.2655, 'wealthy': 0.0522, 'aristocrat': 0.0655}",0,[['books']],"[['coal', 'jewelry', 'ore', 'spices']]",Ruler WAT-819,small militia,local academy,"Draconic, Halfling, Orc","Lathander, Torm, Tyr",236326,985356857,360.33,57.5,44.1,1,0,synthetic generator v2,derived,0.68,2997837,-3,3.5,61.80676,121.615
Amn Settlement 0631,Amn,Athkatla,12329,100341545,8344633,"{'humans': 9103, 'elves': 784, 'dwarves': 766, 'halflings': 913, 'half-orcs': 218, 'misc.': 545}",88,old age,['Dictatorship'],"{'poor': 0.5069, 'middle': 0.2218, 'wealthy': 0.0755, 'aristocrat': 0.1958}",18,"[['armor', 'cloth', 'grain', 'salt']]","[['magic items', 'mercenaries', 'parchment']]",Ruler AMN-462,mercenary heavy,guilds,"Elvish, Halfling, Orc","Lathander, Selune",169970,832884482,532.71,72.3,86.6,2,0,synthetic generator v2,synthetic,0.52,128333215,1,21.4,4.83795,-41.34631
Calimshan Settlement 0632,Calimshan,Memnon,4120,15274246,761801,"{'humans': 3528, 'elves': 347, 'dwarves': 377, 'halflings': 106, 'half-orcs': 153, 'misc.': 0}",115,arcane mishap,['Confederacy'],"{'poor': 0.6336, 'middle': 0.2658, 'wealthy': 0.0351, 'aristocrat': 0.0654}",0,"[['armor', 'gems', 'horses', 'wine']]","[['coal', 'jewelry', 'mercenaries']]",Ruler CAL-885,mercenary heavy,local academy,"Common, Halfling, Orc","Mystra, Tempus",175132,771448209,491.39,76.7,18.9,2,0,synthetic generator v2,derived,0.95,21100691,1,7.0,-11.51559,100.5705
Cormyr Settlement 0633,Cormyr,Suzail,733,4746703,298672,"{'humans': 478, 'elves': 54, 'dwarves': 48, 'halflings': 68, 'half-orcs': 32, 'misc.': 53}",67,crime,['Confederacy'],"{'poor': 0.5197, 'middle': 0.2966, 'wealthy': 0.0339, 'aristocrat': 0.1498}",9,"[['armor', 'books', 'grain', 'horses', 'weapons']]","[['coal', 'glass', 'jewelry', 'magic items', 'parchment']]",Ruler COR-296,small militia,None,"Elvish, Orc",Chauntea,142577,750902532,460.05,56.2,75.6,7,0,synthetic generator v2,synthetic,0.53,4524872,0,31.7,8.18712,-50.58178
Neverwinter Settlement 0634,Neverwinter,Neverwinter,7405,67779553,6002437,"{'humans': 5701, 'elves': 377, 'dwarves': 254, 'halflings': 316, 'half-orcs': 394, 'misc.': 363}",174,disease,['Dictatorship'],"{'poor': 0.4858, 'middle': 0.2004, 'wealthy': 0.0883, 'aristocrat': 0.2255}",19,"[['armor', 'salt']]","[['mercenaries', 'silk']]",Ruler NEV-440,naval patrol,local academy,Dwarvish,"Torm, Tyr",177268,765621383,387.0,45.1,60.3,3,0,synthetic generator v2,synthetic,0.54,82038296,0,25.7,29.83743,0.06568
Tethyr Settlement 0635,Tethyr,Darromar,289,871907,16224,"{'humans': 219, 'elves': 23, 'dwarves': 14, 'halflings': 21, 'half-orcs': 4, 'misc.': 8}",71,disease,['Monarchy'],"{'poor': 0.6308, 'middle': 0.3017, 'wealthy': 0.0227, 'aristocrat': 0.0447}",0,"[['cloth', 'fish', 'gems', 'grain', 'timber']]","[['coal', 'mercenaries', 'parchment']]",Ruler TET-930,professional guard,arcanum,"Draconic, Elvish, Halfling","Chauntea, Selune, Tyr",193641,937694481,383.23,62.3,70.9,3,0,synthetic generator v2,derived,0.51,1129105,2,10.5,-27.14276,-38.51529
Tethyr Settlement 0636,Tethyr,Darromar,1194,8077999,74858,"{'humans': 778, 'elves': 124, 'dwarves': 78, 'halflings': 78, 'half-orcs': 23, 'misc.': 113}",148,arcane mishap,['Confederacy'],"{'poor': 0.4564, 'middle': 0.3646, 'wealthy': 0.0216, 'aristocrat': 0.1574}",0,[['salt']],[['parchment']],Ruler TET-634,mercenary heavy,None,"Elvish, Halfling, Orc","Mystra, Selune, Tempus",193641,937694481,505.73,66.3,57.8,8,0,synthetic generator v2,synthetic,0.58,7995458,0,28.0,-1.22847,31.44894
